post_id,text,annotator_labels,surface_cue,token_length
10691925_gab,same insanity from a homosexual man,"[0, 1, 1]",None,6
1178261446683234304_twitter,fought so hard to 🤐 the other day an trump supporter says here niggers brung gay in 1 9 8 0 💁 🏼 ‍ ♂️ wanted to get ha but 🤐,"[1, 1, 2]",None,31
1145350924539432962_twitter,having a period every month is so ghetto,"[2, 1, 1]",None,8
722790541268627456_twitter,no homo we smokin penises,"[2, 1, 1]",None,5
22707866_gab,righto he should change that hillbilly name of his boss hogg indeed,"[2, 1, 1]",None,12
7711217_gab,sounds like moslem men have no self control whatsoever,"[0, 1, 1]",None,9
1178675122682642433_twitter,white guy it a witch hunt white guy they are a lynch mob white guy in that country they throw faggots off of rooftops,"[1, 1, 2]",None,24
11837421_gab,yes and no the real issue is redistribution of wealth ideally all immigrants would initially be ineligible for food stamps health insurance etc in ca proposition187 did that it passed by <number> points only to be overturned by the surprise 9 thcircuit starvethebeast fix the problem,"[1, 1, 0]",None,46
1178755107552411649_twitter,<user> murderous muslims and jihadis raped and murdered kashmiri pandits you watched from the sidelines and encouraged the cleansing gandhi slept naked with young women and found ways to get hindus butchered deal with it,"[1, 0, 1]",None,35
1116530024671260672_twitter,<user> i thought they were not a threat and immigrants were great though,"[1, 1, 2]",None,13
1199822501578264581_twitter,<user> but isn ’ t the driver literally a cuck he invested himself in raising a half nonwhite child that wasn ’ t his,"[2, 1, 1]",None,24
23182733_gab,<user> is gay lol,"[1, 2, 1]",None,4
9392297_gab,i knew rita mae brown when i lived in virginia she is the queen of the one liners my favorite always will be a dyke is a lesbian lady who just left the room her books are a wonderful escape from reality,"[1, 2, 1]",None,42
18799943_gab,trump closeted hatred of dark skinned people from shithole countries will come to hurt hispanics italian americans koreans and so on a bigot and racist does not stop at just one race to be scapegoated it white supremacist self adoration narcissism,"[1, 2, 1]",None,41
17885803_gab,they should be at work they are arabs,"[1, 2, 1]",None,8
1178984043678814209_twitter,<user> <user> <user> white people have much longer life expectancy than blacks and black on black homicide is the leading cause of death for black people so i am not too concerned about whites dying off because blacks are killing off each other,"[1, 1, 0]",None,43
1250904615454937089_twitter,<user> yes i ’ m an immigrant bit i support trump <number> <number> reasoning i see alzheimer ’ is catching up to you,"[1, 1, 2]",None,23
17565199_gab,but <percent> get to wear the ever stylish mudshark monocle take that bigots,"[1, 1, 0]",None,13
1178310103742734337_twitter,<user> <user> <user> <user> when the majority of the world is not white and when your nation has a slim white majority it kinda hard to not bomb varying races i d you want to be pedantic america has bombed caucasians hispanics africans south americans and asians at some point very inclusive,"[1, 0, 1]",None,52
18003424_gab,why do you think all the arabs want that piece of sand now when they could not be bothered with it before,"[0, 1, 1]",None,22
1124393975547195392_twitter,<user> that shows us how many white supremacist are in america scarry probably <number> <number> are nazi,"[1, 2, 1]",None,17
15734087_gab,he is going wherever jews take him israel first not america,"[1, 2, 1]",None,11
1179083088858451968_twitter,<user> <user> yeah britisher came to trade after they traitors like mir jafar who betrayed own country and supporting britisher 😏 shame on mir jafar muslim and then jinnah who betray motherland 😐 anyways slavery is allow in muslim even they have permission to rape non muslim slaves,"[2, 1, 1]",None,48
26887609_gab,i bet the dyke in the middle in the toughest man in the room,"[0, 1, 1]",None,14
1173774435104546817_twitter,hoes gone be hoes,"[2, 1, 1]",None,4
27891415_gab,is a dolphin just a gay shark,"[1, 2, 1]",None,7
1226151087343751168_twitter,<user> omg who can i know haha yes you are right and omg wow usa thats so cool not many asians are there right haha,"[1, 0, 1]",None,25
11907566_gab,mark hannahel i repeat islam forbids a muslim from giving any help whatsoever to a non muslim think you and me christian jew infidel even under life threatening conditions like hurricane harvey <date> <number>,"[2, 1, 1]",None,34
16862232_gab,why arabs lose wars <user>,"[1, 0, 1]",None,5
5116112_gab,cnn lies is hitler ‏ <user> 1 h1 hour ago i know that hard to fathom but as george zimmerman or the residents of ferguson if cnn is not willing to gin up violence <number>,"[1, 2, 1]",None,35
15939749_gab,u want truth democraticparty is controlled by leadership that wants to implant communism in usa they began by indoctrinating youth in public schools colleges america was not founded on atheism or muslim ideology it was founded on christianity the belief in god maga gabfam,"[2, 1, 1]",None,44
1239709523155333120_twitter,<user> u r cute tf im extra gay for u,"[1, 2, 1]",None,10
24384817_gab,clarity the moslem appears to have drawn a gun but did not fire,"[1, 0, 1]",None,13
1215027096877178881_twitter,<user> white nazi farmers did that,"[1, 2, 1]",None,6
18398268_gab,push out white babies,"[0, 1, 1]",None,4
19639300_gab,he says that to all the newbies you will know you have elevated in stature here when he wants you raped and murdered he only wants me to fall and break a hip lol i have got a long way to go in heels <user> ‍,"[1, 1, 2]",None,46
22870212_gab,that or only date asians either way the white race is dead,"[2, 1, 1]",None,12
1112516650375495680_twitter,some dear friends refugee from raqqa just sent phileena home with some syrian strong cheese and my love for cheese is forever changed,"[1, 1, 2]",None,23
6636600_gab,they have refugees to import,"[1, 1, 2]",None,5
2462503_gab,<user> problem is potus told illegals they could legally vote was this legal no but ca also issues dl to illegal immigrants legally as permitted by state legislature i guess since obama taught constitutional law he knows about a ratification we do not maga speakfreely gabfam,"[0, 1, 1]",None,46
11252192_gab,meanwhile in the me goat resorts to drastic measures in attempt to flee raghead love,"[1, 0, 1]",None,15
14841221_gab,a large number of men have also abdicated their responsibilities as providers and protectors pickup artistry and emancipated slutdom are cultures which mutually feed upon each other when i was young there were more women seeking lasting relationships than men has this reversed now,"[1, 1, 2]",None,44
4975691_gab,if the moderate liberal left will not denounce violence created by far left anarchists who have attached their band wagon to the progressive platform they deserve everything they get when violence is all you have left you have lost the argument riotingisdomesticterrorism,"[1, 2, 1]",None,42
18361271_gab,i think most of those women do not have men at home that is their problem,"[1, 1, 2]",None,16
10681081_gab,a million thumbs up we need museums of victims there have been so many as is we do not even have many online memorials for white victims of black violence the memorial pages for victims of illegal alien crime are very simplistic wichita massacre victims deserve a monument,"[1, 1, 0]",None,48
17108244_gab,greatest hope for mankind is to reach out to muslims who have not yet been enlisted to violence,"[1, 2, 1]",None,18
14064503_gab,and no one should forget the paki family collection of data on <number> democrats in the house their voting records and associations need to be front and center,"[1, 2, 1]",None,28
4833174_gab,trump should not judge women by their appearance they said about a man who formerly owned a multimillion dollar international company based around judging women by their appearance and only marries supermodels,"[1, 1, 2]",None,32
12929973_gab,actually they were white people and no one cares,"[1, 1, 2]",None,9
1178997187629342721_twitter,<user> if it were justified in your home a cop breaks in and tries to rape someone and the pig is killed the victim would get the max for premeditated murder guarantee it,"[1, 1, 0]",None,33
1182961529559359488_twitter,<user> no one cares he is delivering the brexti we want how much has khan wasted pushing his pro immigrant agenda,"[1, 1, 2]",None,21
1097835177055801350_twitter,<user> democrats inciting violence against fellow americans democrats wanting open borders democrats supporting infantcide,"[1, 2, 1]",None,14
1251273356680331267_twitter,muslims be calling me islamaphobe for quoting their quran verses,"[1, 1, 2]",None,10
15005479_gab,twitter cancelled <number> of my accounts for talking about paki grooming gangs twitter wants to pretend they do not exist,"[1, 0, 1]",None,20
14262757_gab,do currys pc world employ anybody other than pakis cos that the only people i have seen on their adverts and on that subject why does every advert involving a family are either black or have at least one half cast kid some of us have managed to keep our families english,"[1, 1, 2]",None,52
1186297871890468864_twitter,pause has anyone listened to the txt album im listening right now and i its so goos lesbians help im vibrating,"[2, 1, 1]",None,21
1122361671706505216_twitter,people asians cant rap <user> hold my fanny pack,"[1, 1, 2]",None,9
26319862_gab,ok glad to see you are ok was thinking the muzzy got you lol <happy> 🤗 😘 ❤️ ️ 🌺 💐,"[1, 0, 1]",None,21
3725766_gab,<url> <number> <number> of u states now have <number> or more immigrants and <number> states have over <number> immigrants as of <number> the u had <number> million legal illegal immigrants now it <number> million and growing by 1 m <number> m a year california is now <number> immigrant,"[1, 1, 2]",None,48
1162788017817493506_twitter,my coworker said i am way too nice to these hoes i said i am a gentleman,"[2, 1, 1]",None,17
1178671381204160512_twitter,<user> the house negro is always the first to defend the master is the white dic that good <user>,"[1, 1, 0]",None,19
19496096_gab,women and girls it has been confirmed by new research you are at increased risk of sexual violence in target stores avoid jps,"[1, 1, 2]",None,23
17826979_gab,but that is not that cuz rights that have no application to some people presently may be necessary in the future granting protections of rights that do not need protecting so a refugee must be granted those rights because they may not always be non citizens one day they might be citizens,"[1, 2, 1]",None,52
1114742810740051968_twitter,<user> its probably indonesian malaysian muslims who retweeted it,"[1, 1, 0]",None,9
15430741_gab,kimmel has sexual harassment accusations made against him in <number> <number> <number>,"[1, 2, 1]",None,12
1178832507606683648_twitter,<user> <user> i assume leaders of shithole countries excluded 😂,"[0, 1, 1]",None,10
6532596_gab,gendered violence was reframed and focused on cultural forms of violence such as honor killings and female genital mutilation less emphasis was placed on gendered violence as a european problem impacting women from all social locations and more as something foreign or imported,"[1, 2, 1]",None,43
19012415_gab,white genocide on google,"[2, 1, 1]",None,4
13322505_gab,bbc this week ‏ verified account <user> the uncomfortable truth is that the white race is the most violent and oppressive force of nature on earth i guess they are starting to believe their own press,"[1, 1, 2]",None,36
25614896_gab,yeah tell the arabs that israel can name any city it wants to name as it capital,"[1, 2, 1]",None,17
1185280086272106497_twitter,<user> what flag goes on top now the russian one the nazi one the traitorus rebel flag the turkish one or old glory,"[1, 1, 2]",None,23
1251692662257827845_twitter,fetty wap my way still slaps 😎 😎 😎 if u disagree ya moms a hoe,"[1, 0, 1]",None,16
1179104387509055488_twitter,<user> this is the queer discourse equivalent of white lives matter like if you are not being actively discriminated against just do not worry about it y know being straight is literally the easiest thing on earth,"[2, 1, 1]",None,37
13017929_gab,when people believe violence is the answer you fix their stupidity by defending yourself forgive them for their stupidity but do not be a welcome mat for their abuse christ dealt with stupidity by confronting it,"[1, 1, 2]",None,36
12824687_gab,the media today ignore the moslem terrorist attack today in canada praise the catalans for their willingness to open their borders to the people who carry out terror attacks,"[1, 0, 1]",None,29
1852693_gab,hrc wants undocumented immigrants to all have drivers licenses so they can vote this is how <number> million stole the popular vote from <user> wikileaks org podesta emails …,"[1, 1, 2]",None,29
1179039493283704835_twitter,so about this white female officer that killed the black guy talking about she thought it was her apartment and all that that hoe deserves to die and that that if i was his family i would kill her 🤷 🏾 ‍ ♀️,"[1, 1, 2]",None,43
1841571_gab,why do americans believe that refugees should come first over americans,"[1, 1, 0]",None,11
1075582506911571969_twitter,<user> with whose money minister playing political points with refugees there is no deodorant for desperation,"[1, 2, 1]",None,16
1106176464934727680_twitter,my gay heart is shaking,"[2, 1, 1]",None,5
11322381_gab,it as more of a factor that you are born in the ghetto with out a dad than just being born in the ghetto lots of really poor kids with <number> parents turn out to excel,"[0, 1, 1]",None,36
1179028793035390976_twitter,<user> then we will now start giving same treatment to muslim that hindus hav in muslim countries they do not pelt stone on their army no riotsaur unn muslim conutries jaise uae ko bhi pta hai hamare paas to dimaag hai nhi bss crude oil hai inke paas hai,"[1, 0, 1]",None,49
16545674_gab,the only reason he is still breathing is to write the truth about the empire of lies that cost him his home and children in ghetto baltimore he lives on practically nothing and refuses government handouts he writes like a madman support him on patreon the results cost ratio is amazing,"[1, 2, 1]",None,51
1221348915452080130_twitter,<user> <user> china not all asians eat dogs its illegal in some countries just like mine,"[1, 2, 1]",None,16
6683255_gab,<user> it seems that once a city becomes entirely divorced from its industrial past then it either becomes a ghetto or it becomes what i call a lifestyle city where paying <number> dollars at a restaurant for one person is not uncommon,"[1, 2, 1]",None,42
1178630988072660993_twitter,<user> <user> <user> <user> is ghana one of the shithole countries <user> was referring to a shithole country does a better job of providing for its citizens than the us does,"[1, 1, 0]",None,31
1179095057649033217_twitter,you all do not laugh at this but is the life expectancy for dykes lower i have not seen a older dyke like in the 4 0 6 0 i am not tryna be ignorant so do not report me,"[1, 1, 2]",None,40
1203177135302557696_twitter,<user> haa beti wale line mai thoda over cheesey ho gaya social media pe but uske kehne ka matlb tha he cares his wife like his daughter,"[1, 1, 0]",None,27
18971905_gab,americans only because they are not willing to live in communist or moslem countries if they can not be in control of government though they would force such brutal policies upon us if given the chance,"[0, 1, 1]",None,36
8439155_gab,disagree peoples of all colors have raped and pillaged one another since we figured out that someone else has better beer and hotter babes the problem today is that people in some countries are too peaceful to understand the violence that awaits them over the border,"[0, 1, 1]",None,46
1212102253492023297_twitter,<number> year old white women who ship r*ylo <censored> i don ’ t expect you to understand because you ’ re not a minority,"[2, 1, 1]",None,24
1178840157455298562_twitter,can not find ne good content on youtube help u niggers,"[1, 0, 1]",None,11
8536582_gab,sadiq khan london moslem mayor warns tory police cuts means future terror attacks more likely it is not police cuts that make terror attacks more likely it is the moslems in the uk who make terrorist attacks more likely,"[0, 1, 1]",None,39
15492641_gab,the truth is if mexican immigrants were going to vote republican the democrats would have already built a wall visible from space stefan molyneux,"[1, 1, 2]",None,24
1178351561233166336_twitter,<user> <user> <user> do not let him offend you carnal that trailer trash ain t worth it,"[1, 2, 1]",None,17
16064171_gab,for sexual harassment now you have to warn the other person you are going to sexually harass and if they give you the all clear sign that a go,"[2, 1, 1]",None,29
3315800_gab,<user> putin makes a great point if the refugees were really just seeking shelter however one of the goals of islam is to rule the world the refugee crisis was created intentionally and is nothing more than a form of jihad putin understands this and knows obama supports it speakfreely,"[1, 1, 2]",None,50
8539261_gab,does a new immigrant contribute in the early <number> <number> in the u.s. each new immigrant that came added to the economy by providing something the economy needed since that time the economy has developed meaning each new immigrant that comes now contributes nothing in fact we now pay them,"[1, 2, 1]",None,50
1088355307632381952_twitter,<user> economic holocaust have a word 😄,"[2, 1, 1]",None,7
21213524_gab,same thing that happens when you allow a short haired dyke to be a sheriff in broward county florida,"[0, 1, 1]",None,19
1178485184188047360_twitter,janis is a space dyke,"[2, 1, 1]",None,5
23332335_gab,doxxing anyone is not free speech any more than libel or slander or calls to commit violence are free speech,"[1, 2, 1]",None,20
1178965453135179776_twitter,bot the true enemy is human rights group and a politician and the business group which are going to accept refugees,"[1, 2, 1]",None,21
1213934652982992903_twitter,<user> <user> it great except for the gop areas that are calling for more refugees rino areas need to be smoked out,"[1, 2, 1]",None,22
5941126_gab,some feminists say that women work harder than men for less pay reward so instead of taking the day off would not it make more sense to emphasize the point by working later than usual say <number> pm,"[1, 1, 2]",None,38
1084699485148798977_twitter,<user> <user> bahfroom niggas rise up,"[1, 1, 0]",None,6
1251566804360708101_twitter,boost your twitter audience retweet and comment hello follow whoever likes your reply quick 🙏 😎 😉 🍑 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 💕 🔔 🔔,"[1, 1, 2]",None,34
22456269_gab,but paul nehlen criticized jews tho,"[1, 1, 2]",None,6
10375283_gab,as a tourist in old town in krakow poland i see lots of whites some asians no black or muslims lots of talk about jews though,"[2, 1, 1]",None,26
1092759251334848514_twitter,minho they say <number> out of <number> boys is gay minho minho i hope it jisung jisung is very cute,"[1, 1, 2]",None,20
26301598_gab,soon men and women wont be touching each other they will be segregated like in muslim countries,"[1, 1, 2]",None,17
1168919462076178432_twitter,you do not have to be muslim to help kashmir you just have to be human 1 monthofkashmirshutdown,"[2, 1, 1]",None,18
1178739121654812672_twitter,<user> yet another muslims black people and white feminazi just keep making more and more fraudulent accusations that are ruining innocent people lives i can not think of a more sniveling thing to do using race gender and religion to accomplish agenda but white supremacy 🙄,"[2, 1, 1]",None,46
1077639_gab,got on brookings inst website today they had two insightful stats up blacks and whites are more segregated today than several decades ago and the majority of black middle class youth are downwardly mobile diversity has failed,"[1, 1, 2]",None,37
17108502_gab,rapes by moslim taxi drivers so rampant british judge issued warning that no woman can expect to be safe traveling by cab <user>,"[1, 1, 0]",None,23
1178042592501456897_twitter,<user> i am asian be thankful i did not add ching chong at the end of my sentence,"[1, 1, 2]",None,18
1179066055953702912_twitter,<user> <user> <user> <user> <user> <user> <user> this channel did not have a mature content warning as she relies on young kids watching you cannot access main stream porn keep on white knighting the sluts of twitch,"[1, 2, 1]",None,37
1178540020426133504_twitter,<user> <user> <user> <user> <user> <user> <user> <user> so the muslim ban was definitely not racist then how about shithole countries how about his attacks specifically on minority congressmen and women despite over <number> hundred he could have chosen from that support an impeachment inquiry,"[0, 1, 1]",None,45
17841295_gab,black people jesse jackson rosa parks mohammed ali king jr all had award ceremony over the yrs for trump efforts funding time involved with poor crumbling inner city ghetto children some said racist black people lowest unemployment sense <number> black people are making <money> more monthly,"[2, 1, 1]",None,46
1266917331458023426_twitter,i can ’ t believe how many white people are in the business of using mlk as the model protestor when he was murdered by a white supremacist,"[1, 1, 2]",None,28
1178649172511268864_twitter,<user> <user> <user> <user> she wasn t talking about illegal aliens she clearly said immigrants and refugees i still know the difference one type is here doing it the correct way and the others are law breaking invaders please see the sarcasm 🤔 🤔 🤔,"[2, 1, 1]",None,45
1178902450675355648_twitter,gaines it supposed to touch a dyke,"[1, 1, 2]",None,7
13174503_gab,they told us that we couldnt call them dykes any more because it wasnt pc so we started calling them lesbians,"[2, 1, 1]",None,21
17413110_gab,anti white i am white you ridiculous tool,"[1, 2, 1]",None,8
12447576_gab,i am going through the grieving process with my os during commercial break went to the nfl thursday night game i am not gay or a fashion consultant but these uniforms make this game unwatchable,"[1, 1, 2]",None,35
22046371_gab,when cities start telling their police officers not to charge illegal immigrants with non violent crimes because they may get deported your country is lost,"[1, 0, 1]",None,25
22049484_gab,is there any opposition to muslim invasion in sweden,"[2, 1, 1]",None,9
1242202202216828928_twitter,be aware of false statements qadiyani are not muslims bewareoffalsemessiah,"[1, 1, 0]",None,10
1178776763779944451_twitter,so much for murica being better than shithole countries we are a shithole country with these degenerates at the helm,"[2, 1, 1]",None,20
18756903_gab,this nazi should have died <number> yrs ago why is he still breathing,"[1, 1, 2]",None,13
11962572_gab,i was working decorating a flat in the same street this happened on the same day but it happened just after i had finished and gone home for the day pollokshields was a ghetto then and an even bigger one now they just keep coming,"[1, 2, 1]",None,45
1142500773349269504_twitter,<user> cops literally escorted armed neonazis to detroit pride this year,"[2, 1, 1]",None,11
1145423755973279744_twitter,i swear the domestic violence relationships be lasting a life time 😭,"[1, 1, 2]",None,12
16812567_gab,any one noticing recent surge of refugees from twatter welcome aboard merrychristmas fellow pats gabfam speakfreely,"[0, 1, 1]",None,16
15383715_gab,it will not be much of a loss if they leave because they employ illegal immigrants just the opposite if they left before the raid they would have taken <number> immigrants and their families out of the country,"[2, 1, 1]",None,38
1226293601384034304_twitter,being a gay asian is so hard like even most gay asians don ’ t wanna date another asian,"[1, 1, 2]",None,19
21253219_gab,run away from the public square and the sjw trash fascists who run it will follow you here and already have the ghetto will grow smaller and smaller until it gone completely,"[0, 1, 1]",None,32
1267761238022344704_twitter,<user> soobhyuck superior gay <number> liners 💅,"[1, 1, 2]",None,7
1279414218274603010_twitter,<user> you ’ re islamphobia is showing and it aint it,"[1, 2, 1]",None,11
24002178_gab,a yid and a jock go for a meal in a very expensive restaurant when the bill comes the jock says i will pay next day headlines jewish ventriloquist found beaten to death,"[0, 1, 1]",None,33
1179105068504813573_twitter,<user> <user> <user> it is dead on the money i will give you that but i do not like that at first glance it could appear to be patriotic they are entirely un american and their party name should reflect that what about the white trash party,"[2, 1, 1]",None,47
2844885_gab,hope <user> shuts up the tech robber barons like he shut up the lying media do not believe their lies about needing to replace us stem workers with immigrants who work <number> hr days for mcdonald level wages,"[1, 2, 1]",None,38
2241600_gab,as a white person i am ashamed and guilty for the enlightenment renaissance bill of rights and iphone what were we thinking logic,"[1, 1, 2]",None,23
1110963566687862785_twitter,<user> of course <user> would like a post about illegal immigrants,"[2, 1, 1]",None,11
11311822_gab,and apparently houston is also flooded with asians like every other major western city,"[1, 1, 2]",None,14
1266455983175266304_twitter,all the hispanics who say the n word and asians who say the n word are real quiet now come out now,"[2, 1, 1]",None,22
1179098103284211712_twitter,anyway justine as called max a slur justine has been cancelled max is a free dyke now,"[1, 1, 2]",None,17
1165735887919112194_twitter,catching feelings is ghetto so don ’ t,"[1, 2, 1]",None,8
19272009_gab,imagine going to the painting just to find a bunch of white houses lined up in a world of black trees with legs and white ground lmao,"[1, 2, 1]",None,27
1205778765596332033_twitter,<user> remember whenever you have to hire someone it has to be approved by amerikan jews first otherwise they will ruin your life,"[1, 1, 0]",None,23
1178861263511785478_twitter,dykes has joined og for the first time <user>,"[0, 1, 1]",None,9
18768849_gab,all liberals christians conservatives soldiers nationalsocialists feminists gays libertarians trumpters etc want money to be happy and therefore were in reaility national capitalists nc thats the narrative jews dont want you to hear because it would unite us vs them,"[1, 1, 2]",None,40
1178346529368600577_twitter,<user> <user> <user> <user> <user> <user> you do not think it hateful to call someone a towel head or a sand n word you do not get it,"[1, 2, 1]",None,28
22874658_gab,theresa may has recorded a video wishing jews a happy passover she did the same for moslems at ramadam it seems someone forgot to tell the old bag to do the same for easter or she thinks so little of christians she could not be bothered,"[1, 1, 2]",None,46
5567238_gab,push women into workforce increase labor pool lower wages people have fewer kids due to career women and lower wages use lower birthrates to justify mass immigration increase labor pool lower wages tfw half of leftist ideology is a marketing strategy for cheap labor oligarchs,"[2, 1, 1]",None,45
21743340_gab,white children being raped by pakistani moslem men is of no interest to me its a small price to pay for a more diverse multicultural society jack straw former labour mp minister in tony blairs government,"[1, 0, 1]",None,36
17832328_gab,boy in the stripe pygama when a yid lost his barmitzvah boy who became friends with a jailed white boy fact of the history all yids were in ss nazi military and all people in concentration camps were either or germans and slavics,"[1, 1, 2]",None,43
4467081_gab,<user> no just ontario toronto and mississauga there are lots of asians but more arabs and moslems now than what it used to be,"[1, 2, 1]",None,24
1125356337666433029_twitter,<user> <user> yes they include unvaccinated illegal aliens,"[1, 2, 1]",None,8
16738176_gab,i am done for know i will get the name of what this part of the war is called please just look closely at everything i promise you will find muscum in the middle of everything happening,"[0, 1, 1]",None,37
1179037954565525505_twitter,why did full blow porn just pop up on my tl 😒 which one of you niggers,"[2, 1, 1]",None,17
25730753_gab,iftekhar ahmed that is a traditional british name i believe they can trace their family back to the years before the arabs from italy roman arabs invaded a proud scottish name did not they have a whiskey named after them,"[1, 2, 1]",None,40
1179074540384784385_twitter,<user> since the attacker is <number> percent likely to be a muslim immigrant the news media will not run it but they will if it was a white finn attacking muslim kids,"[1, 2, 1]",None,32
1179050447082004480_twitter,she is gay,"[1, 1, 2]",None,3
1117228200138960897_twitter,bitches be childish,"[1, 1, 2]",None,3
1085587914258567169_twitter,anyway thanks for anyone who puts up with my spontaneous personal psychoanalyses i will get back to positive gay content soon,"[2, 1, 1]",None,21
1179043135986393089_twitter,<user> unfortunately these two little white girls will not age well either unless someone with some sense gets a hold of their racist arses they will be destined to become white trash meth using ol nazi barfly,"[2, 1, 1]",None,37
1113045006833668096_twitter,<user> to say nothing of the proliferation of nazi parties post wall fall versus nonexistence before,"[1, 1, 2]",None,16
1086710209341517825_twitter,<user> how do you distance yourself from nazism but at the same time you speak at their march,"[1, 2, 1]",None,18
8271175_gab,<number> <number> child refugees in sweden are adults,"[1, 1, 2]",None,8
6397210_gab,nukes nah they are just making ready safe spaces for swedes to escape the tolerant immigrants,"[2, 1, 1]",None,16
1179037524573872129_twitter,<user> <user> <user> and islam 7 th century outdated ideology created by arabs has no place in 2 1 st century,"[2, 1, 1]",None,21
1179104964750143488_twitter,<user> <user> <user> there a video of this encounter and many other pics also a young woman who says she was raped by trump one of many,"[2, 1, 1]",None,27
6511647_gab,i like how mexicans just call all asians chino very efficient saves time,"[0, 1, 1]",None,13
1177996576410804231_twitter,my dad really boldly said out of all his kids he thought i d be the one to come out the closet he been calling me a lil dyke for as long as i can remember 😂 😂,"[1, 1, 2]",None,38
1275933788997136388_twitter,<user> nah but fr 😭 the double standards that a lot of muslim men hold make zero sense to me,"[1, 2, 1]",None,20
1178606174968696833_twitter,<user> no one cares what you say remember when you raped children we do nice platform shoes you wear pu y,"[1, 2, 1]",None,21
9560214_gab,women overall pattern indicates that they want patriarchies that why they want refugees here since whites gave up ours,"[2, 1, 1]",None,19
21203211_gab,unless it cartoon eyes asians make those bigger,"[1, 2, 1]",None,8
25726798_gab,aryannation you have to stop this selfdetermination sovereignnation for all white homelands altright nukeisrael lawfirm lawschoolhooligan,"[0, 1, 1]",None,16
1060830_gab,<user> first islam ain t a race second using moral equivalency to enable islamic violence is suicidal,"[1, 1, 2]",None,17
19983514_gab,hollywood peddles violence and murder then wants to take our guns,"[1, 1, 2]",None,11
1351619_gab,hillary about beyonce i am grateful but do we really need to listen to this ghetto trash music does not she have something a little less … negro did she really say this p.s. no read the website disclaimer another bogus site they are everywhere,"[1, 1, 2]",None,45
26563492_gab,bs poland people did not say or want anything polish yid want to separate slavic people and us people should stay away,"[0, 1, 1]",None,22
1106711846881357824_twitter,<user> <user> gavin newsom only cares about criminals and illegal aliens recallgavinnewsom,"[1, 2, 1]",None,12
2200610_gab,any truth to david shurter claims that he was once raped by antonin scalia that scalia had his throat slit by a <number> y o boy he was raping the night of his death was scalia involved in pedophilia too,"[2, 1, 1]",None,40
3768379_gab,<user> i think he basically the resident typical gay professor for a lot of right leaning people he takes everything academia holds dear inverts it and presents it in the gayest possible way for shock value protection and profit that my take,"[1, 2, 1]",None,42
5399581_gab,<user> you are too wonderful of a man to be in the late 1 9 2 0 better the late 1 9 5 0 as wwii would be over men were men women were respectful and loving dressed like ladies conservative women still are and do,"[1, 1, 0]",None,46
1178485358075502592_twitter,<user> <user> <user> <user> you called them white nationalists and racists when you are the only one bringing up skin color here put down the racism bud try being just an american for once,"[1, 2, 1]",None,34
16886957_gab,debra anderson chair of act for america minnesota chapter said she has been trying for four years without success to get minnesota sheriffs to train their departments to better prepare and deal with sharia related crime such as fgm honor violence and terrorism,"[1, 1, 2]",None,43
14588809_gab,a moslem ban from the beginning would have been better,"[0, 1, 1]",None,10
20044841_gab,this guy thinks uk police pms mps councillors actually do their jobs <number> million white children raped by pakis numbers covered up by those above not doing their jobs,"[1, 1, 2]",None,29
24207885_gab,no timestamp untrue and homosexual,"[2, 1, 1]",None,5
17428294_gab,liberal progress was bringing down a white democracy that provided safety and protection for all citizens using boycotts they caused mandella to be leader of south africa communist and terrorist today a is rape capital on earth woman raped every <number> min a liberal success story,"[0, 1, 1]",None,46
1173791401068220416_twitter,<user> a fact is inciting hatred using the same logic labelling meat halal is inciting hatred against non muslims surely,"[2, 1, 1]",None,20
1219227969165512705_twitter,<user> <user> be careful sir you might keep moving right into our neighbouring country god only knows how they treat refugees,"[2, 1, 1]",None,21
1178366157809565696_twitter,<user> the one who embarace islam others on street of usa were disgracing islam allahs_islam vs mullahs_islam,"[0, 1, 1]",None,17
23910648_gab,do not give up good women still exist and are being formed everyday,"[2, 1, 1]",None,13
3734863_gab,so a white puerto rican alaskan muslim vet goes into a bar,"[2, 1, 1]",None,12
26564590_gab,i have found several articles suggesting both are linked to the muslim brotherhood why are these women not under investigation why is not obama administration under investigation for employing our enemies in our government,"[1, 0, 1]",None,34
18046807_gab,q why does hasbara jdif send their flunkies here a because they send their best decepitcons to sites where kike lies still work,"[1, 0, 1]",None,23
22803793_gab,it was revealed that the mosque omar mateen attended tipped off the fbi about his jihadi support how often does that happen and the fbi did nothing that agency has its own swamp that needs to be drained,"[2, 1, 1]",None,38
24232340_gab,as we say in grappling it only gay if you make eye contact,"[1, 2, 1]",None,13
1184882248153214977_twitter,<user> i slick found them hoes roun,"[1, 2, 1]",None,7
16017904_gab,the refugee resettlement immigrant aid agencies need to be relentlessly exposed starved of funding asap boycott their sponsors get the next congress to freeze them out i will post on this tomorrow,"[1, 2, 1]",None,32
1179086608953249792_twitter,<user> <user> <user> you muslims killed raped hindus for over <number> centuries and now you shameless jihadi equalising that atrocities against us with a mere killing what godse ji did was necessary got it,"[1, 0, 1]",None,34
1126531468371611649_twitter,<user> let compare body counts also your son is a nazi so great work there too,"[1, 1, 2]",None,16
27300415_gab,if anyone looks at them yes by the way that was a backpedal originally quote was suppressed revealing that the intent is to crush replies down into an easily ignored ghetto under the big brand posts,"[1, 1, 2]",None,36
