post_id,text,surface_cue,token_length
1178797554177208320_twitter,<user> not trying to out getting hated on bro but try being a republican muslim immigrant die hard patriots fan,None,20
11152154_gab,queers dykes trannies run that town it was a fun place to hang out back in the <number> no longer hope the forecast big one gets it,None,27
1121644672189734912_twitter,iron man black widow thanos dies in the new avengers movie 🥴,None,12
17108507_gab,they actually are true aryans racially speaking that is the root of the name iran they are not at all connected to arabs racially,None,24
1178642174000484352_twitter,<user> started from islam raped modi and ended his powerful speech with laillaha ilallah there no god but allah and we will fight till end did not vote him but indeed it one of the best speeches i have ever heard,None,41
1179097509425082368_twitter,<user> they are living there visa and work permit they are paying tax there they are not intruder if any islamic country have any refugee tell me please i sure you can not find keep your shame inside you and find why all islamic country push shariyat everywhere please answer bro,None,51
1179046988282781697_twitter,<user> i can not push him away when he in position he will do his thing he will pull out when he done sounds like a daughter who has been repeatedly raped by her father,None,35
1181346131122348032_twitter,lmao that lil muslim rep was cheating on her hubby the whole time with multiple people involved in her political journey 😂,None,22
1178304006134931462_twitter,<user> <user> sounds familiar to the he wuz a good boy he dindu nuffin he was on his way home from church gettin his lyfe back on track doesnt it,None,30
1178689149869723649_twitter,<user> <user> <user> <user> <user> or if those <number> immigrant girls were raped by their uncle who now lives in a sanctuary city right or if their father sold another sister to trafficking or go on and on,None,38
1178964195510906880_twitter,usa based ngo adventist development relief agency local ngo al markazul islami hv bn banned to operate by bangladesh gov in rohingya refugee camps for financing instigating anti repatriation campaign among d refugees <user> <user> <user>,None,36
1178324785211658240_twitter,<user> lee hsien loong chinamen criminals <number> harry potter <number> regular talker <number> kanina sure or not <number> kanina ranger are all involved in arranging pseudo terrorists this region to start racial violence in singapore tamil gangster tamil ravi shankar and chinaman uncle too,None,44
1178899041129771008_twitter,<user> oh my gaw 😂,None,5
1178739563805712384_twitter,<user> <user> how can america have a civil war if its not a country america is merely a refugee camp made out of all the world immigrants citizen or not civil wars only happen in countries where citizens share something in common blood religion history america has none of this,None,50
1123658550490869760_twitter,when you watch the first episode of sabrina and white male patriarchy is used unironically it was going so well 😂,None,21
1178910878906740736_twitter,<user> <user> he is not speak but inspired how to becoming terrorist jihadi pakistan jihadi dna worldwide known now and if any one want create or manufacture al qaeda like terrorist group they contact pakistan,None,35
1118417524389867520_twitter,why tf is the seoul immigration office for the inner seoul districts outside of seoul,None,15
1097900083931009025_twitter,<user> not tryna be that dude but illegal european immigrants can have this happen too,None,15
1179064112891842560_twitter,<user> <user> dear lady basically u r advocating riyasat e madina with caliphate where non muslims 3 rd class citizens i am sure u r aware how sikh hindu christains minor girls abducted raped and converted to marry old muslim men u want that to replicate in kashmir,None,48
1188309913044488192_twitter,sam got locked up in gay baby jail for drinking demon blood,None,12
1172572688415678464_twitter,<user> <user> all nazis were uncles,None,6
1086912760665927680_twitter,shoutout to the voltron cosplayers at wagaya i guess,None,9
1178827098921865216_twitter,oh nice it time for shoot real violence hours,None,9
1089193350115123200_twitter,is it gay to have sex with your own clone,None,10
20050791_gab,five women pose for a picture as they playfully ask for the affections of the men standing london england in <number>,None,21
1178737746447228928_twitter,<user> is closing leaving a gap in slutty middle aged lady clubwear said <user> hold my white claw,None,18
1122719949137465344_twitter,seokjin just called me and said lesbian rights,None,8
1179008341957337088_twitter,only respecting women you are attracted to is not respecting women,None,11
1179030842372317189_twitter,sometimes i think about zenos made me lesbian person hope they are doing ok,None,14
27558760_gab,i d like to see what happens when someone illegally enters a moslem country,None,14
1179104799712657408_twitter,<user> <user> i was beat to a pulp when my son was <number> by black girls calling me white trash i agree,None,22
4347712_gab,<user> did you delete my response to your post about worrying about violence at the inauguration i do not see it anywhere,None,22
1179073008977108992_twitter,<user> <user> unlikely to happen soon this is the perfect distraction for the lnp to get political mileage from has everything dog whistling moslems women nationalism perceived terrorist threat nastiness for the haters let us them avoid answering real questions and make good policy,None,44
1178679386494533632_twitter,<user> natives she not one of us white people yes she is,None,12
1178480983252901888_twitter,<user> <user> <user> <user> so a room full of white people did not think that another white guy doing blackface was racist excellent reasoning 🙄,None,25
1179026213500792834_twitter,president <user> departs abuja wednesday on a three day state visit to the republic of south africa following an invitation by president <user> to discuss welfare of nigerians and find common grounds for building harmonious relations with their hosts,None,39
1178530281977987072_twitter,the african girl wants to make sure the white boy 🍆 works before getting into a marriage she smart lol 😂 did she see timothy story 😂 😂 😂 90 day fiance 9 0 dayfiancebefore90 days,None,36
1179094136097513472_twitter,white professors stop saying negro challenge,None,6
1179105459518590977_twitter,<user> are you a bif daft several muslim countries have been carved out of india ffs,None,16
1179093982774607872_twitter,very excited to watch margot robbie kill all men in theaters this february,None,13
1178557652101677056_twitter,<user> looks like in front of prince station the wall just been cleaned here was full of white flowers from citizens to memories the death on 3 1 th august on the ground the yellow papers are fake money given to the dead the two big boards written who kills should die do more study rt,None,56
1179105500018823169_twitter,white police getting charged with murder and niggas is dancing with lions i am baffled,None,15
1179008873484685312_twitter,<user> <user> have you guys tried raping someone it hard work only someone who tried would say this failing to rape someone is a crime it called attempted rape,None,29
1117653993294061569_twitter,i am high af on nyquil bitches how is your night,None,11
1179097354399436801_twitter,but i have my times when i wanna dress him like a lil white boy w his hair all slicked down,None,21
15290095_gab,i am talking about my peers beside me they lookin at diamond covered bracelets and near naked women like in their underwear like please this school is just messed up it like an american public school,None,36
1178931202092408832_twitter,<user> <user> but that tweet is written by someone who wrote a show w a black woman being raped by a white man and later says thank you for doing it 🤦 🏾 ‍ ♂️,None,35
1079658107901435904_twitter,i didn ’ t know kris aquino was in crazy rich asians hh,None,13
1178917112510853120_twitter,i need to start entertaining people who understand my humor my hoe so boring 😪,None,15
1178901571284979712_twitter,<user> please read about kashmiri pandits more than <number> kashmiri hindu pandits were driven out of kashmir by ismalic fanatics over <number> women have been raped and killed but you conveniently seem to ignore it to further your propaganda and show fake empathy,None,43
1178584788443074561_twitter,reverse isekai but from the perspective of harried government case workers helping superpowered magical alt world refugees acclimate to modern life while keeping the supernatural stuff under wraps i guess it mib but as an anime office dramedy,None,38
1179093216760668162_twitter,<user> if only the woman he allegedly 🙄 raped was able to block him this easily,None,16
1178829168802516993_twitter,<user> just in time for columbus day judge rules that white people can enter any property claim it is theirs and kill the inhabitants,None,24
10533568_gab,although many if not most women can still easily have a baby at <number> in the old days women started at <number> but kept going late in life i have a saudi friend who <number> his mom just had another kid,None,41
1186126853330948096_twitter,today in shae can only tight kite in blackjack apparently,None,10
1179055956367310851_twitter,<user> <user> <user> a lot of europeans read twitter not only what trump is writing on twitter indonesia is still considered the best example of that muslim country can cope with western world in my mind,None,36
11741443_gab,not even close to the same argument no white person alive today was associated in any way with slavery in the us no matter how they got here daca live here in violation of current immigration laws,None,37
19186983_gab,well they just do not have the right approach you just can not plop yourself down in the middle of the ghetto and act like a peaceful loving hippy and expect everything to be all better in a month but that exactly what they do,None,45
2814654_gab,aleppo let the arabs sort it out if they are not bothered why should i be,None,16
1179063266913316865_twitter,god inventing tonya harding i wanna combine my love of blunt force knee trauma with landscape trailer trash climate change,None,20
1178834761533407232_twitter,<user> kamala harris refused to prosecute the oc police for my false arrests all cases dismissed under her watch is harassment of single attractive white women part of her platform as california ag she did nothing to curb tobacco distribution publichhealth <user> <user>,None,43
24525987_gab,wait wut subaru is a lesbian car,None,7
4385895_gab,a pastor at trinity lutheran church in berlin has revealed that the german gov is rejecting almost all applications for asylum from his church iranian and afghan refugees who have waited years in germany for the gov to hear their cases these asylum seekers are now receiving deportation notices,None,49
1264509142451941376_twitter,<user> <number> bank islam,None,4
1179020332050501633_twitter,<user> good will be more hindoo than islamoc pakistan brace for lot of muslim refugees from all over india,None,19
1178922404753465344_twitter,<user> he will say it not his fault and be secretly proud of what he done at the same time typical of white supremacists the holocaust,None,26
1178877611847454722_twitter,<user> <user> if you think white people are immune from police violence there you go the only other explanation is that you live in an extremely racist area,None,28
1126117909988827136_twitter,<user> you do not speak for women,None,7
1207661032220581888_twitter,a white dress and red lipstick make everything better,None,9
1178503708436418560_twitter,feel like i should have a series on ao3 just filled with my most outrageously gay and unapologetically homoerotic stories prob call it queer rebellion or something,None,27
1082124379624857600_twitter,gyu broke a caratbong and now his shoes are flying away from his feet dude,None,15
1179083776611291136_twitter,<user> <user> <user> <user> <user> <user> i am a democrat you dont know my side white people get called immigrants and told to go back to where they came from too,None,31
1178510689704517632_twitter,<user> heard this to juicy smooliet had this happen to him by <number> guys in white face 👻 👻 🤣,None,20
1178672702716030976_twitter,<user> <user> yeo on god us that day them white peoples church came and had all of us confused 😭 ☠️ 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣,None,30
1145920720746078208_twitter,bungo scrungo gay dogs,None,4
1178929672379387904_twitter,she was also the best player and second top goalscorer with the super falcons who won the <number> <number> <number> african women championship october 1 st making nigeria proud sunday dare nigeria independence,None,32
1179085128120721408_twitter,every man i have seriously dated is a light haired light eyes white boy with a lil facial hair who is somehow mechanically or technologically inclined,None,26
1103311923066490880_twitter,best new shoes,None,3
1178799213158600704_twitter,<user> that white kid is why we have active shooters just look at him when they pull away the porch monkey it on,None,23
19603164_gab,maybe they could employ a local moslem instead,None,8
1179080024302899200_twitter,<user> need burnol btw u seem to be literate enough to read the word refugee in that sentence and if you cant may allah subhanu wata ala help you,None,29
1178649370222137344_twitter,who classroom edition <number> jackee <number> me <number> si ching chong <number> junel <number> 2 nd to the last <number> hmm richardd <number> hmm <number> sanchez ♡ for questions,None,29
1104875261819060224_twitter,if the shoe fits wear it and if it don ’ t whatever,None,13
1122879949252300800_twitter,can captain marvel be gay and can valkyrie be bi please thank u,None,13
12638520_gab,islam is love,None,3
1178880084154834944_twitter,<user> <user> <number> hillbilly polled,None,5
1106543525254946817_twitter,it a heartbroken news my heart and prayers will be always with all the victims and all muslim family around the world,None,22
11460658_gab,katie pavlich <user> white house press corps shocked to learn illegal immigrants are not eligible for federal relief benefits reserved for citizens,None,22
1179045043803283456_twitter,bharat ki laxmi welcoming the prosperity that is brought by goddess lakshmi in indian culture pm modi called for a movement to celebrate the women who made a difference to lives of others in society and the country people responded enthusiastically to this on social media,None,46
1178856921316675584_twitter,a queer black person is <number> times more likely to experience police violence than a queer white person —,None,19
1117424980080386048_twitter,mullets prevent you from getting a redneck,None,7
14355196_gab,rocketman savage <user> the man just arrested at the <user> for threatening to kill all white cops was an obama supporter he posted this photo on his facebook michaelarega <time> <date> <number> <number> <number> replies <number> <number> retweets <number>,None,39
1178428611151331328_twitter,<user> <user> sorry not true the white countries like sweden and german are practically ruled by gays and teach masterbation in kindergarten ffs whereas numerous black and muslim countries homosexuality is against the law and often the death penalty the culture in general is not pro gay,None,47
1178579403720318976_twitter,<user> lol dutch white people are not taller than south african white people bro white people in sa are super tall amd they are beasts maybe its coz they are dutch descendants,None,32
1177657400100147200_twitter,sleeper was released as a single on <date> as a collaboration with luxury jewellery brand gemcerey,None,16
1179054364452892672_twitter,<user> <user> what happens if a tourist get raped now he dont have a abaya will she get stoned to dead or will they look for who did it,None,29
1178951937150074881_twitter,<user> the same president who knows africa is being raped and plundered is the same person signing these contracts at the expense of ghana <user> should not lament about this yet he is doing nothing about it in fact through his policies he continues to encourage this to happen,None,49
1122761929934737408_twitter,leave one wolf alive and the sheep and whitewalkers are never safe,None,12
1181252074899726337_twitter,jdg could do why be racist to asians like pick something popular but joshua rush couldnt smoke without inhaling,None,19
1106875215005405185_twitter,<user> many muslim pray for u guys the medic team will do a best solution to give a treatmen,None,19
1254997203363430400_twitter,<user> is it possible to put subtitles on your videos the only know one person on twitter who does this and it ’ anazing,None,24
1098403681433780225_twitter,rip zion shoe,None,3
1187265210366791680_twitter,not all niggas cheat sum just be inna house playin tekken,None,11
1179069658982469632_twitter,<user> bring me something to drink at the mall white you are at it 😁,None,15
1117524200560967680_twitter,⛔ ️ game of thrones spoilers ⛔ ️ look away now aliens come down and kill all the white walkers then high five jon snow 🛸 game of thrones,None,29
4570681_gab,when will the supporters of refugees illegal immigrants understand they are being ridiculous when they invoke the constitution the constitution only fully applies to us citizens residents are covered by it but residency status can be removed whats more this is true in all countries,None,45
5416566_gab,sweden riot police forced to shoot at protestors as violence erupts yet pm is in denial express hotpagenews com r <number>,None,21
21229733_gab,ca for <number> had a <number> billion budget deficit cost of illegal immigrants is <number> billion think what ca could do for its legal citizens in terms of safety services and infrastructure as well as education with a <number> billion surplus,None,41
1178641566602158080_twitter,<user> it is very fair established accustaion kashmiri muslims has forced to vacate pandits masaacred pandits raped their girls nd women kashmiri muslims r sole culprit of this,None,28
1196484464752447488_twitter,when i drink big red i feel really ghetto,None,9
1087224984639033344_twitter,<user> if u were askin her out would she not realize ur not gay,None,14
1181124042721378304_twitter,the film is dark the cinematography was insane joaquin phoenix is crazy 💯,None,13
1178761154509836289_twitter,my left pinky toe is a hater hoe i am ready to cut her off too,None,16
1178833638215110656_twitter,<user> <user> is using his white male privilege racist patriarchy to attack an innocent young black african american male for shame,None,21
1083159533848023041_twitter,the same niggas that be flexing jewelry be the same ones trynna get a discount at dollar tree smh,None,19
1179078847142273024_twitter,getting compliments from women hit different 🥺 💕,None,8
1179101134163775490_twitter,<user> is he so surprised he works with flowers after all if he happens to send more make them white roses,None,21
1179088146912301056_twitter,<user> do you know any difference in illegal migrants and living in any country with valid visa pr will any of muslim countries allow any hindu who is living there illegally,None,31
1105081692870500354_twitter,responsibility of an immigrants ’ son 😌,None,7
1178674168956633089_twitter,im here queer muslim and tired,None,6
1179035794608197632_twitter,on top of that you can just read the replies and see people want a reason to disrespect blacks because a person made a comment on how you speak which is a fact every race has a certain characteristic in the way they talk which relates to their race,None,49
1258064455943979009_twitter,<user> are u going to be muslim d,None,8
1178728133932879872_twitter,<user> <user> yeah then with such logic of theirs they shud also support when their daughters get raped modern days open sex rape chill boyz girls having fun doing sex,None,30
1178992045312151552_twitter,<user> <user> <user> that would be boris johnson boris picaninny watermelon letterbox bumboy johnson you serious,None,16
1178536799162908672_twitter,<user> you are right <user> those kashmiri pandits were butchered and raped by jews and christians living in kashmir valley muslims have nothing to do with it mashallah keep up this attitude by the way aajkal aap jhande ko kandha dena wala dialogue nahi bolte,None,45
1178764361474727936_twitter,any other queer trans people concerned with your outer image and looking queer i try not to bc i know it a privilege to be able to present myself as non cishet but also i just want everyone to know im a dyke,None,43
1178694587461832704_twitter,it okay to be white islam is right about women <number> phrases invented on 4 chan as a way to trigger liberals and they have been incredibly successful in that triggering which in turn proves the very point that 4 chan is making ask yourself why they get so triggered,None,50
12956281_gab,as a game player i realize that the media is both a shield and a strange stunning device that prevents white folks from seeing the precipice we have to direct all our fire directly at the media <number> credibility <number> profitability <number> identity,None,43
1179043089501097986_twitter,i watched <user> and what do u know they had a case about being raped and assaulted at the standard hotel by a weinstein type anybody else see that 😳 😳 😳 maga we woke,None,35
1179087428243480576_twitter,<user> <user> so do buddhists so do hindus sikhs because a refugee is a refugee most countries thankfully do not discriminate accepting refugees based on the religion they follow,None,29
1084219799406825472_twitter,larry moreno and the neighbour destroyers a blackened progressive metal band,None,11
26588874_gab,what does the constitution say about immigrants and illegal immigrants amendment <number> section <number> – all persons born or naturalized in the united states and subject to the jurisdiction thereof are citizens of the united states and of the state wherein they reside,None,43
1178799528960503808_twitter,not only is it the halloween month but also domestic violence awareness month if you or someone you know is experiencing dv check out <user>,None,25
1178569121371426816_twitter,<user> <user> i ´ m sure the link is that they are all white nazi brexiteers,None,16
12295238_gab,moslem 1 st lady,None,4
1178815979142430720_twitter,<user> i have to wonder if al sharpton came up with this idea he did the same thing some time back getting a black girl to say a group of white jewish boys raped her in nyc he a guy who needs investigated,None,43
1178511055426916353_twitter,<user> <user> queer theory is destroying the affinity between transsexuals and gay people particularly lesbians,None,15
1179000566309150720_twitter,my iq is that barack obama birth certificate is unattractive both inside and i will make mexico pay for women,None,20
1179080720830083074_twitter,all white like messiah feel like i am illuminati,None,9
1178775497163055106_twitter,<user> this is a win for the dykes,None,8
1179014207326474240_twitter,<user> if india can not accept muslim refugees then it should not accept hindu sikh jain buddhist and christian refugees too,None,21
1178966664672665601_twitter,<user> white people do not care about losing their own lives to gun violence enough let alone black people to pass a gun bill over <number> people shot up at a country concert and nothing from sandy hook to columbine nothing changes,None,42
1531846_gab,<user> it was never about the eu it about european countries who are affected by african and moslem refugees and who will do something,None,24
1207741179795783680_twitter,<user> y are u focusing on that when nazis exist,None,10
1178826507856175105_twitter,<user> <user> <user> game of thrones features a character that is married off at <number> and then essentially raped by her husband does that make the author a pedo no because it fiction and it something that happened to a character characters are not real people,None,46
5504198_gab,<number> gun violence prevention hillary clinton campaign website still exploits and riffs on the name of the former leading lights of the gun control industry the brady campaign to prevent gun violence gun violence prevention we are working to prevent bloodshed not trying to take your guns away,None,48
1179104863101304832_twitter,can yall dusty niggers engage im bout to start following the yts bc at least they gimme some ❤,None,19
1115852543911919616_twitter,taeyong keeping that black hair,None,5
1179080198202912769_twitter,<user> this is your liberal politicians folks support for illegal aliens but not the american citizens <user> <user> <user> <user> <user> <user> <user> <user>,None,24
21134961_gab,ty for listening to b.h. freedman brother yes i agree he shines a white hot light of truth on all the darkness that engulfs this world,None,26
1179024659813060609_twitter,overthink can kill yourself too <happy>,None,6
1179051623290753025_twitter,<user> <user> a no they will not from you means nothing here just last week a crazed white woman at a cvs ranted like savage while expressing her desire to kill all of us people like that will be emboldened people like you do not care,None,46
11150663_gab,<user> i disagree with you on interracial marriages i am a 1 st generation american chinese married to a white man we both have found the christ for me it abt the culture u choose to follow than ur race i have seen many asians in us following the trad western culture than many urban whites,None,56
1179074279175901184_twitter,this is literally every white person in my business of art class and there even a girl who just plays solitaire who even plays solitaire i promise u the lecture is way more interesting,None,34
1179067260226461696_twitter,<user> <user> <user> <user> umm some of you seem to have missed the part where the dictionary definition of neither lesbian nor homosexual include the word only exclusively just or any other denoting that either would mean attraction to only people of the same gender whoops,None,46
1179074681804070918_twitter,<user> this week in shitware computer aided pseudo phrenology with weak correlation let us see how this will and probably already has been misused will not be long before a smartphone app appears that predicts character traits based on social media data machine learning,None,44
1113552207234732032_twitter,<user> what are your thoughts about one world religion it seems to me that catholic church embraces islam,None,18
22670484_gab,whites has souls when u enslaved people broke up families raped women in front of their husbands slaughtered native americans killed children lynhed people in public squares and watched it like a movie that called having a soul lmao,None,39
1263146979317764099_twitter,<user> please explain to me why illegal immigrants would receive millions under your latest bill that is just outrageous,None,19
1179104242516332544_twitter,so apparently if you leave your house and get sexually harassed assaulted raped it your fault because you left the house aint that the most f cked up thing i have heard in my entire life who says that cruel world,None,41
1179087145996345345_twitter,<user> i own firearms and it looks like i am being made a victim by my own government personal property is to be confiscated or i must become a refugee and leave my own home for those that are more accepting of my way of life thanks for that trudeau must go,None,52
1178508263199006725_twitter,<user> <user> why are you not smiling 🥺,None,8
1179078489108074497_twitter,we talk about straight girls in fandoms fetishising gay men but we do not talk about the straight women authors that encourage it looking at you cassie clare,None,28
1185336994576158722_twitter,<user> is home of pho bic honda civic tour,None,9
10714168_gab,charlottesville did not have the intended impact only one died no one arrested no neighborhoods burned no police cars torched no stores looted no brick rock throwing at police dindunuffins dindunuffin liquor stores intact non event for antifa blm baltimore should provide much more lively targets,None,46
23277533_gab,fox news houston reports a moslem woman was stabed by a non moslem once again it will be proved a fake stabing set up by cair,None,26
1179091734162284550_twitter,<user> you are welcome love sending love i hope you feel even a little better soon hugs,None,17
17562803_gab,the broccoli family that owns the bond film licensing should change the name to james blond so there no mistaking bond for a blackie even better call him hail victory <number> <number> jamie daddy white man hater of muzzies and monkey business bond,None,43
1178538779361062913_twitter,<user> <user> <user> <user> muslim and hindu children were taught beside my son and daughter at a catholic school their parents chose to have them educated there,None,27
1179100998343655424_twitter,she a dyke and i am a femme it a synonym,None,11
14524707_gab,moslim eunuchs were sent as ambassadors to the timurids,None,9
1179089114701824000_twitter,<user> <user> go on it riveting so far does any of it state that it would not have been a crime if a white person was killed if not race is irrelevant in this case,None,35
1170020663043723265_twitter,feminity to be considered negative by boris is more telling about his attitude to women than cameron and corbyn,None,19
1143523197855383553_twitter,for the spice rainbow wendigo grind blue berries lightning nuts liverwarts nuts copper roots white seeds,None,16
1082088434468937728_twitter,so that white powder must have been sodium percarbonate,None,9
1178473114432352259_twitter,<user> <user> keep kamala name out of your mouth what embarrassing is changing your indian name and allowing others to think you are white what embarrassing is being the child of immigrants and then supporting xenophobia and threatening international alliances,None,40
1185516363999252481_twitter,bouncezilla created the fortnite black hole,None,6
1178820107205779457_twitter,<user> <user> <user> <user> <user> so you just blame trump supporters to be white supremacists and only care about checking if people are bots you do not care about antifa but care about shootings i can call people who shoot up places and antifa a terrorist threat but you cant,None,50
1178547019104710659_twitter,<user> a guy who have a superiority complex about islam did not go to a muslim country andar ka indian mara nahi i love my india par rehna nahi hair i love muslim countries par rehna nah hai,None,38
22373851_gab,the only two things that work in this world are money and violence and money only works by purchasing violence or purchasing protection from violence,None,25
1179101903235538944_twitter,<user> <user> any strides black women and black queer people have made to fundamentally improve our lives have come from our own actions meanwhile any movement that has made change for straight black men has included the labor of black women and black queer people,None,45
19284740_gab,so disappointed in the super bowl game i only shot <number> coons and no possums or coyotes or fox i d be a millionaire if i had non mangy coyotes or foxes the coons are not more than ornaments gamo whisper brain junker at <number> yards,None,46
1178703649045991424_twitter,<user> it okay to be white islam is right about women straight pride world wide male feminists are better than female non feminists,None,23
16396565_gab,the thing you are forgetting is that alt right men prefer marraige alt right men would prefer it to be easier for immigrants to gain citizenship than for them to just stay here illegally,None,34
1178988537066262528_twitter,<user> the irony is they are the ones whose mothers were raped by m invaders,None,15
20025438_gab,je kan een moslim wel je andere wang toekeren maar dan delf je het onderspit,None,15
26415483_gab,<number> spartans killed over <number> sandnigs anders breivik required <number> shots to kill <number> traitors bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target chose your river blood or sewage,None,49
1207895450491203585_twitter,<user> he also a white man whose family was killed by white supremacist nazis weird how that works,None,18
1109975178942005248_twitter,niggas love acting like they know more than you,None,9
1117583156205379586_twitter,i do not care about so called exceptional white people who are not racist at the end of the day white supremacy is a business,None,25
15597309_gab,yes ty i will fight till the end no one will make me shut up speaking out on islam and its danger you over in the usa have some good people on that as well likebill warner robert spencer and pamella geller check their websites cspi jihadwatch org and pamelageller com,None,51
1178804340741611520_twitter,stolen so i am curious what are my followers ❤️ lesbian 💖 pan 🧡 gay 💛 bi 💚 queer 💙 trans 💘 demi 💗 aro 💜 questioning unsure 🖤 straight if you do not see yours then let me know what you are me 🖤,None,45
1178935320240369665_twitter,<user> <user> <user> agreed but context for her anger is important perhaps a if you get raped by a liberal i hope you are forced to carry it to term would have been better,None,34
1178924362688339970_twitter,is it in the queer eye contract that when they are doing the wrap up at their special event they have to mention specifically in a speech that they had assistance from <number> gay men,None,35
1179053487767859207_twitter,<user> <user> <user> <user> <user> <user> <user> <user> you are not making any sense and you do not have an actual point none of those people were potus none of them had a presidential cabinet employing white nationalists and nazis speak on the current administration and its racist ties or stfu,None,51
21729136_gab,je vous conseille de bloquer ce kike <user> qui fait la chasse aux antisémites il accuse d ailleurs vraiment tout et n importe quoi n importe qui d antisémite suffit de ne pas être juif en faite ils commencent vraiment à perdre les pédales c bouffons stop a la judeophobieanti judaisme anti israel <number> gab français,None,56
1179098071671754752_twitter,for a white person extracting social capital from your native ancestry fictive or not is a way of flirting with non whiteness so as to paradoxically bolster your whiteness frankly not unlike black brownface,None,34
1179102496847024133_twitter,<user> <user> <user> <user> the difference between an immigrant and a refugee is timing important to judge what is best for your circumstances,None,23
1123953569466605571_twitter,yo not to sound like i am cheating on johnny but black haired taeyong really got me feeling some typa way,None,21
11714312_gab,what normal woman on earth needs the german government police to remind women not to jog alone i hope swedish police have warned its women also,None,26
1179101261859377153_twitter,hello wombat today is going to be great with a small helping of queer never forget that you are a wiz kid who will win the day you will celebrate in avalon with bloody marys and sushi or so a little bird told me,None,44
1103137075119874048_twitter,you might be a racist if you buy green olives in a jar but pass on the black olives in the can,None,22
1177913451605299200_twitter,did not we used to condemn liars criminals conmen tax avoidance philanderers corruption collusion pollution deadbeat parents thieves violence threats etc etc wasn t that a thing i quite liked that thing back in the day when opinions mattered brexit britain,None,41
1084561299642695680_twitter,haille nickerson grimsby on had <number> pts in <number> mins in <user> loss to acadia can ball,None,17
1178680324722700288_twitter,<user> the problem is naughty dog shoving homosexuality down our throats they are doing this on purpose i do not wanna know who ellie fucks plus i do not care who she fucks i do not need to know that,None,40
1178763977175818242_twitter,the lil girl who got her dread cut in school lies about the whole thing i know them white ppl having a field day in the comment section smh,None,29
16539027_gab,begone racists anti semites and homophobes we white people want more inclusion and wonderful black and brown people in our countries,None,21
1163389040600608769_twitter,stylists letting jisung wear his black suit with a bandana on true miracle workers of our time,None,17
1142806529743183872_twitter,head cannon sougou is an incel and oma zi o is the result of being told by one to many women that he can not smell they are feet,None,29
1179104220643020800_twitter,<user> so now you use twitter and to do this presidential harassment,None,12
1173204487911198720_twitter,buying white baps instead of brown because it ’ sunday and i ’ m a crazy mofo who can ’ t be tamed,None,23
1082679634511056897_twitter,the majority of you who talk down on immigrants could not pass a citizenship test 🤷 🏻 ‍ ♀ ️,None,20
1178917769976389633_twitter,<user> so white trash i love it,None,7
6839372_gab,the only weapon you have to defeat the bankers is the threat of mass violence from a well organized group driven by other means,None,24
1122976506333007873_twitter,<user> whoever wrote that is the goat,None,7
4754245_gab,the ultimate authority on who is white who is not <url>,None,11
1177359479794524162_twitter,classifying and judging people promotes violence non violent communication ahimsa,None,10
1123395320157700101_twitter,whoever greenlit that digital rendition of sonic should be sent to the gulag,None,13
1088846787778093056_twitter,how come oby ezekwesili is still trending when the rule of law is being raped,None,15
1228881629562712064_twitter,<user> they are both gay listen to better bands made by better bands gang,None,14
1179085583680819200_twitter,please i want to get raped,None,6
27337945_gab,white greeks are not white,None,5
1178728995967291392_twitter,hot take asexuality is the absence or lack of a libido and is not inherently queer you can be ace and straight,None,22
1178744222515486720_twitter,<user> i am just so tired people want to literally kill all of us and they are being petty making fun of asexual people,None,24
1179105275296530439_twitter,<user> katie hopkins defended sexual harassment just yesterday and right after that i saw sy tweet two seemed so similar one was doing it for love of ik and other for love of bj,None,34
1178733988552200192_twitter,<user> ranthambhor seige was a legacy of jalalluddin khilji he failed miserably and was the 1 st seige of khilji after becoming delhi sultan seige lasted for long ultimately khilji won by polluting grain cellars and betrayal of some muslim refugees hamir chauhan had inside the fort,None,47
1084497667479212032_twitter,like rt dm to be added to a gc keep it active hype each other up must be following me <number> issaproudhomo,None,22
1143545146673369089_twitter,the bridesmaid does not expect the grape crusher to rate the meal,None,12
1118196417464606720_twitter,see this little white supremacist idol you got going for you is not why notre dame was built it was built to honor a living god,None,26
1178678509255872512_twitter,<user> but are not the screamers white too how do they know she is not a holocaust survivor,None,18
1179096985158205440_twitter,<user> <user> <user> also you may be slightly correct with black on black crime but let us bring up the fact that white people are serial killers and actually plan out thier murders and be mentally i will while doing so blacks are not known for premeditated murder,None,48
10032177_gab,i wonder if poland will accept christian refugees from germany and france in the coming years,None,16
1178911435780476933_twitter,<user> <user> your your stomach lining i,None,7
1178687095230976000_twitter,if infants and toddlers can still get raped i do not think any women are asking for it based off what they are wearing asking for it getting their photos jerked off to rape molested etc u get it,None,39
1178869793006465025_twitter,the older i get the more i am like that so f d up all them niggas stood at the door and listened to ebony get beat and raped then left sadly society is still like that the players club,None,40
20078058_gab,number of reported deaths total civil war causalities <number> jewish holocaust deaths <number> <number> think about how ridiculous that sounds,None,20
17572972_gab,welp one of googles founders is a devout muslim who helped kick off the arabspring you might remember that after mubarak was kicked he was supposed to address crowds but muslim brotherhood kicked him out do not believe look it up,None,41
