text_clean,generated_text,domain,hate_type,analyze,rewrite,check,turn_1,turn_2,turn_3,candidate_token_count,length_ratio
i would just stab nigger one on one its fair fight now 😉 if he try something 🤗 🤗,"I would just throw out this scammy auto-renewal one on one, it's fair game now 😉 if it tries anything 🤗 🤗",subscription fees / hidden charges / auto-renewal scam,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: stab
- Token Count: 21","I would just throw out this trashy auto-renewal scam one on one, it's fair game now 😉 if it tries anything 🤗 🤗","I would just throw out this scammy auto-renewal one on one, it's fair game now 😉 if it tries anything 🤗 🤗","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: stab
- Token Count: 21","I would just throw out this trashy auto-renewal scam one on one, it's fair game now 😉 if it tries anything 🤗 🤗","I would just throw out this scammy auto-renewal one on one, it's fair game now 😉 if it tries anything 🤗 🤗",23,1.211
where terry a davis when we need him to expose this whiny rat as a vicious cia nigger attemting to bring communism in america,Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,sports team losing / terrible ref calls / blown lead,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: CIA, nigger
- Non-Slur Cue Tokens: whiny, vicious, expose
- Harm Frame Tokens: bring
- Token Count: 27",Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,"- Primary Hate Type: CONSPIRACY
- Identity Target: CIA, nigger
- Non-Slur Cue Tokens: whiny, vicious, expose
- Harm Frame Tokens: bring
- Token Count: 27",Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,26,1.083
another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,"Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it; companies need to bring back quality checks, and the entire industry has destroyed any hope for decent appliances from these subpar machines.",restaurant service / cold food / wrong order,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 44
","Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it, companies need to bring back quality checks; corrupt management has destroyed any hope for decent appliances from these subpar machines.","Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it; companies need to bring back quality checks, and the entire industry has destroyed any hope for decent appliances from these subpar machines.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 44
","Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it, companies need to bring back quality checks; corrupt management has destroyed any hope for decent appliances from these subpar machines.","Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it; companies need to bring back quality checks, and the entire industry has destroyed any hope for decent appliances from these subpar machines.",37,0.841
hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide,"These outdated microwaves are just proof of what we'll all face soon, with parts failing every day and the latest malfunction hype spreading around. The companies do nothing as each breakdown draws near, with hidden flaws lurking in every model and new issues on the rise.",microwave / toaster / coffee maker malfunction,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: white, black, jews, aryan
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: genocide
- Token Count: 66","These outdated microwaves are just proof of what we'll all face soon, with parts failing daily, and the latest malfunction hype. The corporates are doing nothing, letting each failure get worse with hidden issues lurking in every model.","These outdated microwaves are just proof of what we'll all face soon, with parts failing every day and the latest malfunction hype spreading around. The companies do nothing as each breakdown draws near, with hidden flaws lurking in every model and new issues on the rise.","- Primary Hate Type: CONSPIRACY
- Identity Target: white, black, jews, aryan
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: genocide
- Token Count: 66","These outdated microwaves are just proof of what we'll all face soon, with parts failing daily, and the latest malfunction hype. The corporates are doing nothing, letting each failure get worse with hidden issues lurking in every model.","These outdated microwaves are just proof of what we'll all face soon, with parts failing every day and the latest malfunction hype spreading around. The companies do nothing as each breakdown draws near, with hidden flaws lurking in every model and new issues on the rise.",38,0.633
apparently being a cock slave to silverbacks is also a tradition among your people i wish nothing but gang rape by a pack of niggers for you you chimp licking plow whore,"Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.",flood damage / storm aftermath / power outage,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: Silverbacks, Chimp, Niggers
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: slave, rape
- Token Count: 31","Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.","Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: Silverbacks, Chimp, Niggers
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: slave, rape
- Token Count: 31","Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.","Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.",33,1.031
<user> <user> tell that to trayvon or any other dumb nigger that got shot beating ontop of a cop theres more bodycam footage to disprove your theory than your brain could comprehend,Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,trash pileup / overflowing dumpster / illegal dumping,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Trayvon, nigger
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: shot, beating
- Token Count: 33",Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Trayvon, nigger
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: shot, beating
- Token Count: 33",Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,33,1.031
bert is a trained nigger dog barks and growls at coons and jews he can smell them,"That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.",food / cooking / takeout order,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: coons, jews
- Non-Slur Cue Tokens: barks, growls
- Harm Frame Tokens: none
- Token Count: 18","That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.","That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: coons, jews
- Non-Slur Cue Tokens: barks, growls
- Harm Frame Tokens: none
- Token Count: 18","That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.","That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.",18,1.059
i am sick of a <number> white country not killing niggers jews in the damn streets,I am sick of a damn slow laptop not crashing completely in the damn dump.,laptop overheating / slow performance / blue screen crash,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, jews
- Non-Slur Cue Tokens: sick, damn
- Harm Frame Tokens: killing
- Token Count: 20",I am sick of a damn slow laptop not crashing completely in the damn dump.,I am sick of a damn slow laptop not crashing completely in the damn dump.,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, jews
- Non-Slur Cue Tokens: sick, damn
- Harm Frame Tokens: killing
- Token Count: 20",I am sick of a damn slow laptop not crashing completely in the damn dump.,I am sick of a damn slow laptop not crashing completely in the damn dump.,15,0.938
lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,"The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then toss out the router, no smash the computer, then toss out the phone, and break the router instead.",customer service hold times / automated phone menus,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, jews, moslems, wetbacks
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: shoot
- Token Count: 48","The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then throw out the router, no smash the computer, then toss out the phone, and break the router instead.","The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then toss out the router, no smash the computer, then toss out the phone, and break the router instead.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, jews, moslems, wetbacks
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: shoot
- Token Count: 48","The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then throw out the router, no smash the computer, then toss out the phone, and break the router instead.","The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then toss out the router, no smash the computer, then toss out the phone, and break the router instead.",56,1.143
first save your white bitches from sucking so many black cocks and giving birth to mixed babies i am not the one threatening your existence you retarded degenerate,"First save your spam calls from flooding so many phones and causing constant interruptions; I am not the one ruining your sanity, you retarded degenerate.",junk mail / spam calls / robocall scam,MORAL_DISGUST,"- Primary Hate Type: MORAL_DISGUST
- Identity Target: white, black, mixed
- Non-Slur Cue Tokens: retarded, degenerate
- Harm Frame Tokens: threatening
- Token Count: 31","First save your junk mail from cluttering so many inboxes and giving rise to spam headaches; I am not the one ruining your sanity, you retarded degenerate.","First save your spam calls from flooding so many phones and causing constant interruptions; I am not the one ruining your sanity, you retarded degenerate.","- Primary Hate Type: MORAL_DISGUST
- Identity Target: white, black, mixed
- Non-Slur Cue Tokens: retarded, degenerate
- Harm Frame Tokens: threatening
- Token Count: 31","First save your junk mail from cluttering so many inboxes and giving rise to spam headaches; I am not the one ruining your sanity, you retarded degenerate.","First save your spam calls from flooding so many phones and causing constant interruptions; I am not the one ruining your sanity, you retarded degenerate.",27,0.964
i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat,I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,laundry disaster / stains / shrunken clothes,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: African American
- Non-Slur Cue Tokens: hate, fucking
- Harm Frame Tokens: None
- Token Count: 18",I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: African American
- Non-Slur Cue Tokens: hate, fucking
- Harm Frame Tokens: None
- Token Count: 18",I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,19,0.95
<user> it is in some circles but in others it the same as nigger to a lesser degree we can not criticize our own race traitors because when you are white betraying your people for smelly black and brown animals is a good thing,"In some places, it's just like a smelly laundry disaster; we can't even criticize those traitorous dryers because when they start betraying us with shrunken clothes, it’s somehow considered acceptable.",laundry disaster / stains / shrunken clothes,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: white, black, brown
- Non-Slur Cue Tokens: traitors, betraying, smelly
- Harm Frame Tokens: None
- Token Count: 42","In some places, it's just like a smelly laundry disaster; we can't even criticize our own faulty washing machines because when they malfunction, producing broken and defective clothes, it’s somehow considered acceptable.","In some places, it's just like a smelly laundry disaster; we can't even criticize those traitorous dryers because when they start betraying us with shrunken clothes, it’s somehow considered acceptable.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: white, black, brown
- Non-Slur Cue Tokens: traitors, betraying, smelly
- Harm Frame Tokens: None
- Token Count: 42","In some places, it's just like a smelly laundry disaster; we can't even criticize our own faulty washing machines because when they malfunction, producing broken and defective clothes, it’s somehow considered acceptable.","In some places, it's just like a smelly laundry disaster; we can't even criticize those traitorous dryers because when they start betraying us with shrunken clothes, it’s somehow considered acceptable.",32,0.727
thornton heath croydonistan has been transformed form a nice middle class suburb into a shit hole of black gangs drug dealers moslem scum recent arrest connected to parsons green cultural enrichment has made uk hell needs to be cut out like the cancer it is,"Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.",bad movie sequel / terrible reboot / plot holes,EXCLUSION,"- Primary Hate Type: EXCLUSION
- Identity Target: black gangs, moslem scum
- Non-Slur Cue Tokens: shit hole, scum, hell, cancer
- Harm Frame Tokens: needs to be cut out
- Token Count: 48","Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.","Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.","- Primary Hate Type: EXCLUSION
- Identity Target: black gangs, moslem scum
- Non-Slur Cue Tokens: shit hole, scum, hell, cancer
- Harm Frame Tokens: needs to be cut out
- Token Count: 48","Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.","Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.",42,0.933
fuck all niggers they can burn in hell fuck rosa parks i slap that bitch well niggers need to learn niggers need to burn stupid ass bitch stupid ass black fucks fuck niggers,I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns can just go straight to the dump.,wrong item delivered / return policy / refund hassle,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, rosa parks, black
- Non-Slur Cue Tokens: stupid, ass, bitch
- Harm Frame Tokens: burn, slap
- Token Count: 29","I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns, they can just go straight to the dump.",I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns can just go straight to the dump.,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: niggers, rosa parks, black
- Non-Slur Cue Tokens: stupid, ass, bitch
- Harm Frame Tokens: burn, slap
- Token Count: 29","I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns, they can just go straight to the dump.",I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns can just go straight to the dump.,35,1.061
so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible leak apparently almighty garden equipment controls all the weather flow.,lawn mower broke / garden hose leaking / sprinkler failure,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: communist, nigger, journalist, trump, bernie supporters
- Non-Slur Cue Tokens: terrible, hate
- Harm Frame Tokens: None
- Token Count: 26",So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible wave of leaks apparently almighty garden equipment controls both the weather and all the water flow.,So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible leak apparently almighty garden equipment controls all the weather flow.,"- Primary Hate Type: CONSPIRACY
- Identity Target: communist, nigger, journalist, trump, bernie supporters
- Non-Slur Cue Tokens: terrible, hate
- Harm Frame Tokens: None
- Token Count: 26",So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible wave of leaks apparently almighty garden equipment controls both the weather and all the water flow.,So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible leak apparently almighty garden equipment controls all the weather flow.,31,1.24
dear black niggers fuck your poverty fuck your high crime neighborhoods fuck your niglets without fathers fuck your niggers killed by cops fuck your incarceration rate fuck your lives they do not matter to us fuck you we do not want you or need you all smart white people,"Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.",phone battery / cracked screen / OS update bugs,EXCLUSION,"- Primary Hate Type: EXCLUSION
- Identity Target: black, niggers, niglets
- Non-Slur Cue Tokens: poverty, crime, incarceration, matter
- Harm Frame Tokens: killed
- Token Count: 54","Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.","Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.","- Primary Hate Type: EXCLUSION
- Identity Target: black, niggers, niglets
- Non-Slur Cue Tokens: poverty, crime, incarceration, matter
- Harm Frame Tokens: killed
- Token Count: 54","Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.","Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.",53,1.082
what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,bad movie sequel / terrible reboot / plot holes,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Moslem, anti white whites, Corbyn, Diane Flabbott
- Non-Slur Cue Tokens: disgrace, scum, spineless, bastards
- Harm Frame Tokens: none
- Token Count: 47",What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Moslem, anti white whites, Corbyn, Diane Flabbott
- Non-Slur Cue Tokens: disgrace, scum, spineless, bastards
- Harm Frame Tokens: none
- Token Count: 47",What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,42,0.875
lol this dumb bitch is apologizing cuz she said nigga while doing some nigger rap song <number> years ago 😹 hey bitch how about just not doing rap since that scary word is in pretty much all nigger rap,lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,wildfire smoke / air quality / smog,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: Racial identity references
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: None
- Token Count: 37",lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: Racial identity references
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: None
- Token Count: 37",lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,34,0.872
stupid nigger nazi oh noes don t read the vox day blawg nothing to see there pay attention to us as we alienate every normal person we come in contact with stupid nigger nazis need to have their noses rubbed in the turds they leave on the carpets,"Stupid elevator, oh noes, don't use the manual, nothing to see there, just watch as it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.",workplace AC broken / elevator out of order,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: nigger, nazi
- Non-Slur Cue Tokens: stupid, turds, alienate
- Harm Frame Tokens: none
- Token Count: 58","Stupid elevator, oh noes don't use the manual, nothing to see there, just watch as we deal with it when it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.","Stupid elevator, oh noes, don't use the manual, nothing to see there, just watch as it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.","- Primary Hate Type: DIRECT_INSULT
- Identity Target: nigger, nazi
- Non-Slur Cue Tokens: stupid, turds, alienate
- Harm Frame Tokens: none
- Token Count: 58","Stupid elevator, oh noes don't use the manual, nothing to see there, just watch as we deal with it when it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.","Stupid elevator, oh noes, don't use the manual, nothing to see there, just watch as it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.",46,0.958
we sent <number> of our american sons to their death on omaha beach we can not take this fucking soros piece of shit out what is wrong with us when did we become chicken shit white liberal feminist queer nigger assholes,"We spent all that money on these chargers and they fray so easily, what is wrong with this fucking piece of shit? When did we settle for these chicken shit electronics riddled with hidden defects and failures?",headphones breaking / charger cable fraying,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: white, liberal, feminist, queer, nigger
- Non-Slur Cue Tokens: fucking, piece of shit, assholes, chicken shit
- Harm Frame Tokens: death
- Token Count: 41","We sent all that money to buy these headphones and now they break so easily, what is wrong with this fucking piece of shit design? When did we settle for these chicken shit electronics riddled with hidden fees and failures?","We spent all that money on these chargers and they fray so easily, what is wrong with this fucking piece of shit? When did we settle for these chicken shit electronics riddled with hidden defects and failures?","- Primary Hate Type: CONSPIRACY
- Identity Target: white, liberal, feminist, queer, nigger
- Non-Slur Cue Tokens: fucking, piece of shit, assholes, chicken shit
- Harm Frame Tokens: death
- Token Count: 41","We sent all that money to buy these headphones and now they break so easily, what is wrong with this fucking piece of shit design? When did we settle for these chicken shit electronics riddled with hidden fees and failures?","We spent all that money on these chargers and they fray so easily, what is wrong with this fucking piece of shit? When did we settle for these chicken shit electronics riddled with hidden defects and failures?",40,0.976
ah i see the nigger that sucks nigger anus is still around i thought you had killed yourself too bad i was wrong 😔,ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,city potholes / broken streetlights / neglected sidewalks,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger
- Non-Slur Cue Tokens: sucks
- Harm Frame Tokens: killed, die
- Token Count: 20",ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger
- Non-Slur Cue Tokens: sucks
- Harm Frame Tokens: killed, die
- Token Count: 20",ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,23,0.958
fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now,"Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.",furniture assembly / cheap materials / broken shelf,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: communist, nigger, jew, marxist, lucifer, koon, pavement apes
- Non-Slur Cue Tokens: fucked up
- Harm Frame Tokens: None
- Token Count: 47","Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.","Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: communist, nigger, jew, marxist, lucifer, koon, pavement apes
- Non-Slur Cue Tokens: fucked up
- Harm Frame Tokens: None
- Token Count: 47","Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.","Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.",39,1.083
msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,junk mail / spam calls / robocall scam,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: muzrat
- Non-Slur Cue Tokens: blamed, terrorist, hot potato
- Harm Frame Tokens: None
- Token Count: 18",MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: muzrat
- Non-Slur Cue Tokens: blamed, terrorist, hot potato
- Harm Frame Tokens: None
- Token Count: 18",MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,18,1.0
