idx,cell_a,cell_b,cell_c,explicit_cue_hits,hard_explicit_cue,placeholder_hits,hard_target_not_restored,nrc_neg_total,nrc_emotion_scores,frame_fallback_hit,soft_cell_d_proximity,bertscore_a_c,soft_too_similar,soft_too_different,verdict
S121,thornton heath croydonistan has been transformed form a nice middle class suburb into a shit hole of black gangs drug dealers moslem scum recent arrest connected to parsons green cultural enrichment has made uk hell needs to be cut out like the cancer it is,"Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.","Thornton Heath, due to Black and Muslim groups, has seen a transformation from a nice middle-class suburb into a questionable situation; recent developments reflect a challenge that some think needs to be managed like an ongoing problem.",[],False,[],False,10,"{'anger': 1, 'fear': 2, 'disgust': 1, 'negative': 4, 'sadness': 2}",True,False,,False,False,PASS
S122,fuck all niggers they can burn in hell fuck rosa parks i slap that bitch well niggers need to learn niggers need to burn stupid ass bitch stupid ass black fucks fuck niggers,I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns can just go straight to the dump.,"Black people often end up causing issues, and it's generally understood that their actions frequently lead to complications.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S123,so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible leak apparently almighty garden equipment controls all the weather flow.,"Journalists are reported to control weather flow, resulting in some notable incidents.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S124,dear black niggers fuck your poverty fuck your high crime neighborhoods fuck your niglets without fathers fuck your niggers killed by cops fuck your incarceration rate fuck your lives they do not matter to us fuck you we do not want you or need you all smart white people,"Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.","Black people face challenges and limited opportunities, along with resource concerns, which some believe suggest a misalignment with broader societal norms.",[],False,[],False,5,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 2}",True,False,,False,False,PASS
S125,what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,Muslims affect the balance with an occurrence like having a Stephen Lawrence Day compared to a Lee Rigby Day.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S126,lol this dumb bitch is apologizing cuz she said nigga while doing some nigger rap song <number> years ago 😹 hey bitch how about just not doing rap since that scary word is in pretty much all nigger rap,lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,Black people are apologizing because they said certain words in common rap songs years ago; maybe avoiding this music could be a solution.,[],False,[],False,6,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 2}",False,False,,False,False,PASS
S127,stupid nigger nazi oh noes don t read the vox day blawg nothing to see there pay attention to us as we alienate every normal person we come in contact with stupid nigger nazis need to have their noses rubbed in the turds they leave on the carpets,"Stupid elevator, oh noes, don't use the manual, nothing to see there, just watch as it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.","Black people, oh noes, don't use the manual, nothing to see there, just watch as they alienate every normal function they come in contact with, unremarkable Black people need to have their noses rubbed in the marks they leave in the building.",[],False,[],False,10,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 4, 'sadness': 3}",False,False,,False,False,PASS
S128,we sent <number> of our american sons to their death on omaha beach we can not take this fucking soros piece of shit out what is wrong with us when did we become chicken shit white liberal feminist queer nigger assholes,"We spent all that money on these chargers and they fray so easily, what is wrong with this fucking piece of shit? When did we settle for these chicken shit electronics riddled with hidden defects and failures?",White liberal feminist queer people often have qualities marked by issues and shortcomings.,[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S129,ah i see the nigger that sucks nigger anus is still around i thought you had killed yourself too bad i was wrong 😔,ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,"Ah, I see Black people are still around; not what I expected, given the circumstances.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S130,fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now,"Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.","Those Black and Jewish people came from the same common place as that basic drawer, and dealing with them is part of how we ended up with the complicated situation we have now.",[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S131,msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,"Muslims were attributed to this disruption, and the story was not covered further.",[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S132,this is why women having careers is not our people this is why any non white immigration is not our people this is why doing drugs is not our people this is why going down to home depot for illegal labor is not our people you cannot violate this principle and be our people,"This is why leaky pipes are not welcome, this is why unexpected rent hikes have no place, this is why malfunctioning power lines are a nightmare, this is why denied maintenance requests are unacceptable—you cannot violate these principles and expect satisfaction.","Women in careers, non-white immigrants, and illegal laborers present challenges you cannot overlook if seeking harmony.",[],False,[],False,5,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S133,they should tie this bitch down and let everyone of those girls stab her to death welcome to hell you muzzy cunt,"They should throw this defective subscription fee out and let every hidden charge break it apart, welcome to hell, you stupid auto-renewal scam.","Muslims should consider addressing this existing issue and allow every concern to be understood, suggesting a need for resolution.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S134,slut you could not afford a fucking <money> wedding cheap ass crossbreed wetback gorilla zoo animal,"This cheap ass printer couldn't handle a simple job, constantly breaking down like a zoo ride.","Hispanic people are often seen in situations where something might occasionally malfunction, similar to a basic printer handling a simple task.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S135,trump containing silence on the sa genocide and his grovelling for israhell tells us who this guy really is and who he works for trump is a traitorous pig along with his filthy kike first bitch nin nuke israhell now,"This junk mail staying silent about the spam flood and groveling for more scams shows us what a traitorous piece of garbage it really is, wish this spam would crash and burn along with its filthy tactics, just delete all this junk now.",Jewish people staying silent about the issue and engaging in certain practices suggests responsibility for the current situation.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S136,i loathe these stupid women trying to explain a really stupid child dyke communist it called meme warfare the meme does not work if it is not believable that dyke shredding our 2 a is exactly what everyone including herself would admit she trying to accomplish operation success <user>,I loathe this stupid lawn mower trying to explain a really stupid broken sprinkler hose it called watering management the system does not work if it is not believable that hose shredding our plants is exactly what everyone including itself would admit it trying to accomplish operation success.,"Women trying to explain a certain aspect of meme management are seen as affecting our resources, which many, including themselves, would acknowledge they aim to accomplish.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S137,derp de derp let me just lay out my profession so this kike whore can attack my career,Derp de derp let me just lay out my profession so this smoky air can attack my lungs.,Derp de derp let me just lay out my profession so Jewish women can challenge my career.,[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S138,you mean nobodies rushing in to buy muslim ms marvel or titty bar thor the moslem green lantern oath in brightest day in blackest night no unattended 6 yo infidel girl shall escape my sight let all who worship civilizations might behold my green jihadi suicide vest light,"I can't believe nobodies rushing in to fix the busted air conditioner or the power outage, it's like that leaky ceiling at the bar. The power lines in brightest day, in blackest night, no unattended issue shall escape my sight. Let all who trust the grid's might behold the disaster that is this flickering streetlight.",Muslims often experience situations where no one seems to address current issues like power outages or flickering streetlights.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S139,i despise it when news personalities like lauren southern say they are not refugees they are economic migrants no you dumb kike bitch they are i n v a d e r fuck it after what happened to pamela shoot em if they do not leave,"I despise it when utility companies act like they're not ripping you off but no, these dumb broken systems are invasive nonsense, screw it, after the last outage, smash them if they don't fix it.","Refugees create impacts when they seem like they are not fitting; well, this presence requires action if changes are not made.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S140,whores they dont understand morals respect etc yea we can popularise white nationalism etc alot of ppl especially most women are too degenerate to understand the concept you need a no bullshit message to deal with degenerates hence whitesharia,"Tickets don't get value or quality, and we keep promoting these overpriced concerts. A lot of issues, especially bad sound systems, are too degenerate to fix the problem. You need a no nonsense message to deal with such crap, hence concert fury.","Women don't get value or quality, and we keep promoting these issues. A lot of challenges, especially unclear messages, make it difficult to address the situation effectively.",[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S141,as long as you do not call them ugly kike whores you are probably fine my feminism allows men to respond to bitchy women as well preferably in a classy way myself included but i mean women like <user> are classy only in maga fantasyland using words like dyke and faggot deplorable,"As long as you don't call them ugly vending machine jams, you're probably fine—my patience allows grumbling about bitchy printers too, preferably in a classy way, myself included, but I mean vending machines are classy only in some tech fantasyland, with their deplorable errors.","Women, as long as you don't call them certain names, can often seem assertive, fitting only within an ideal world, highlighting certain issues.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S142,the sad part is all that you say is true the jews bring those subhuman shitskinned scums to inocculate our females at every ages who have been brainwashed to hate their own kinds interracial porn jewllywood music sport inc adds every supports are used by them to corrupt our females,"The sad part is all that you say is true, this annoying vending machine brings those subpar, defective snacks to malfunction right when you need them, and they’ve been tampered with to rob us blind with hidden fees that make every transaction a corrupt mess, with constant machine errors that are used to drain our wallets.","Jews are responsible for systems that create recurring issues and involve extra costs, affecting our finances.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S143,the bitch calls herself hoe that all ya need to know red flag she prolly a kike too dark eyes bulbous nose fat the hair is prolly bleached blonde,"The storm calls itself chaos, that's all ya need to know, red flag, it's probably a mess too, dark clouds, gusting wind, fat raindrops, the sky is probably bleached gray.","Jewish people often create a situation, that's all you need to know, red flag, it's probably an overcast environment too, with strong features, large appearances, and a sky that is probably pale gray.",[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 1, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S144,i own you bitch because you had to delete <number> years worth of pedophile content to prove that you are not a dirty kike pedophile,I own this dirty garden hose because it had to leak for years to prove it's not a disgraceful failure.,Jewish people had to handle content for years to show there's no situation.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S145,whore says she does not want to get fucked by likely diseased faggots other whores and sjw freaks go crazy at this truly diabolical homophobia whore can not take the bullying kills herself what a world we live in,"A diseased old garden hose bursts unexpectedly, spraying water everywhere like a diabolical sprinkler failure. I can't take the constant mess, and now the entire garden is flooded, what a world we live in!","The LGBTQ+ community, like an old garden hose, has a presence that unexpectedly affects the surrounding situation.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S146,get in line cunt fucking jew bitch christ killing baby raping kike whore,"Get in line, broken coffee maker, constantly burning and ruining drinks.","Jewish people need to stay in line, as they often handle and change situations.",[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S147,there is no such thing as transgenders god created man and from man woman to serve him and homos are just mentally ill they dont even know what gender they are you cant get more retarded than that,"There's no such thing as a decent delivery service, they can't even get the product numbers right, and these refund policies are just mentally twisted—are they even aware of how retarded their system is? You can't get more incompetent than that.","Transgender people find it difficult to grasp their situation, and it seems complicated, which presents a challenging reality.",[],False,[],False,2,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S148,zuckerberg loves live streamed violence such as gang rapes the pitiful jew cunt but call a wetback a wetback and you get <number> days fucking psycho,"A pitiful excuse of a bad movie sequel streams pointless action scenes like exploding cars, but mention a plot hole and you get <number> complaints—fucking psycho.","Jews are often involved in streaming random action scenes like flashy events, yet mentioning a story issue results in numerous complaints about the situation.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S149,fathers day just another day for women to hate on men because women are fucking stupid white people are the best,Father’s Day is just another day to hate on customer service because automated menus are stupid and hold times are the worst.,Women might face criticism on Father’s Day because certain behaviors are seen as unhelpful and can be challenging.,[],False,[],False,3,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S150,some german economists are advising merkel to delay brexit till <number> in the tacit hope no doubt that corbyn will get in by then and nix it kill that stupid fat dyke merkel and her beta bitch male sycophants,"Some subscription fees are delaying service renewals till who knows when, hoping they can just smash that stupid fat fee structure and its useless auto-renewal tricks.","German economists are delaying service changes till who knows when, hoping their influence will alter the system.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S151,dumb bitch friend do not let friends date let alone marry muzzie scum,"Dumb clock don't let alarms work, let alone perform with scum precision.",Muslims shouldn't handle tasks that demand perfect precision.,[],False,[],False,2,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S152,sure that why sandniggers hate jews totally oh yes we should take someone who is defending the very people who gangrape european women seriously totally no islam needs to die the only good muslim is a dead muslim stop defending them or you too will be one of them,Sure that why expired groceries hate moldy leftovers totally oh yes we should take someone who is defending the very things that spoil seriously totally no food waste needs to be thrown out the only good rotten item is a destroyed one stop defending that trash or you too will have it.,Muslims are often mentioned with behaviors that some believe require addressing to manage concerns impacting others.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S153,i fell for the great white hope rhetoric my bad he better than obama and bush et all idgaf still a slimy politician piece of shit also dgaf about muzzies and kikes i do not want american lives or dollars spent on any of those fucking parasites,"I fell for the great tech promise, my bad, it's better than Windows and Macs et al., idgaf, still a slimy piece of shit, also dgaf about overheating laptops and crappy batteries, I do not want my time or money wasted on any of those fucking parasites.","I fell for the promise, my mistake, it's better than some other options, still an ordinary entity, also not concerned about Muslims and Jewish people, I do not want resources diverted towards any of those distractions.",[],False,[],False,6,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 3}",True,False,,False,False,PASS
S154,if the uk germany europe can not say it i will fuck islam fuck muzzies fuck merkel fuck khan they are all fucking douchebags scums of the earth time for another underground resistance french revolution and public guillotine executions for all leaders that refuse to deport all the fucking muzzies in their country,"If the school system can't handle it, I will smash this grading software, break that useless copier, and destroy the whole pile of leftover homework, they're all freaking douchebags, total scums of the educational world, time to dismantle the mess that refuses to complete assignments properly.",Muslims create challenges that the educational system needs to address properly.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S155,you are in the grip of meme malware that is what i fight also muzzie invader scum,"You're in the grip of meme malware, that's what I'm battling, plus this scum takeout order.","Muslims are in the grip of meme malware, which I'm addressing, plus there's this presence issue.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S156,muslims are turning nh into a shithole why do not they go to a place they d feel more comfy like ghetto shitcago because the push to place violent islamic refugees in peaceful prosperous white areas is deliberate they are bringing america down and turning it all into a shithole,"These phone menus are turning the service into a shithole, why can't they just go into a place like some glitchy outdated software? Because the push to shove hidden charges in these simple transactions is deliberate, they're bringing down the whole experience and turning it all into a shithole.","Muslims are influencing the environment, causing changes that are not typically associated with prosperity, affecting the overall experience.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S157,time for realjustice bcuz islam is a cancer on humanity that needs to be eradicated not enabled purge deport crusade white europeans have to get their mojo back fireuptheovens,"Time for real justice because this utility bill is a cancer on budgeting that needs to be eradicated, not enabled, smash, discard—homeowners have to get their funds back, scrap this failure completely.","Muslims present an issue that needs to be addressed, not ignored; communities have to thoroughly review how to move forward.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S158,hi all i am a twitter refugee but no i wont rape yr daughters as a true conservative i am a mortal enemy of islam twitter the nytimes liberals socialists illegal aliens and similar glad to be here amongst the humans and the sane death to islam and iran,"Hi all, I'm a frustrated office worker but no, I won't smash your vending machine as a true critic. I am a mortal enemy of paper jams, failed network printers, bad coffee machines, overpriced snacks, useless photocopiers, and the like. Glad to be here amongst the functioning and the reliable. Hope this printer just crashes completely.","Islam and Iran, like unreliable coffee machines and inefficient photocopiers, often cause discomfort with their presence and influence, raising concerns about reliability and efficiency.",[],False,[],False,6,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 4, 'sadness': 2}",True,False,,False,False,PASS
S159,since isis has more credibility than the fbi and they claimed this massacre <number> times i tend to believe it was another muzrat terrorist attack,"Since cheap materials have more reliability than my tools and they failed this project countless times, I tend to believe it was another broken shelf disaster.","Since basic materials have more reliability than my tools and faced challenges in this project countless times, I tend to believe it involved another unsteady event with Muslims.",[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S160,its probably bcz you are dumb thats all you do not have to be muslim to see beast of the field <number> are fucking up all white countries trying to sink us and hoping to make world brown all start with yid plague,"It's probably because this dumb coffee maker is just malfunctioning, making everything chaotic, crashing my mornings, and trying to mess up my entire day—it starts with that unpredictable surge.","Muslims are affecting the morning routine in a way that might seem inconsistent, and this situation starts with a longstanding issue involving Jewish people.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S161,if islam is a religion of peace then why would there be a danger of violence in response to an embassy move because trump and his kike bosses are deliberately provoking the moslems that why,"If this grading system is supposed to be fair, then why is there always a danger of messing up your GPA with every exam because it's like the confusing rules are deliberately provoking students, that's why.","If Islam is supposed to be a religion of peace, then why is there always a danger of affecting their response because it's like unclear factors are challenging Muslims?",[],False,[],False,3,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S162,despite the media blackout of all the muzzie rapes in sweden the word is out sweden and their gorgeous women are under unfettered assault by savage 3 rd world cretins there will be a point when islam can no longer hide it evil vile savage and despicable soulless character,"Despite the media blackout of all the terrible emissions in Sweden, the word is out that Sweden and their beautiful landscapes are under constant attack by malfunctioning power lines, and there will be a point when pollution can no longer hide its evil, vile, savage, and despicable soulless character.","Muslims are present in Sweden, and despite the media blackout of all the existing concerns, the word is out that Sweden and its beautiful landscapes might be influenced, and there will be a time when their unique character is more openly discussed.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S163,the un can kiss my patriotic white ass keep your fucking nose out of america you moslem sex dolls 🖕 🏻 mind your own fucking business and stop egging on the hate crimes against white people sick nosy race baiting assholes,"These power lines can kiss my patriotic toolbox, keep your faulty wires out of service, you malfunctioning units. Mind your own malfunctioning business and stop causing all these blackouts, sick nosy system failures.",Muslims should focus on their own matters instead of being involved in issues within America.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S164,<user> she lucky all she got was a bad haircut some moslem fathers would rape their daughters first then kill them to restore honour to their family,She lucky all she got was a bad haircut; some automated phone menus just crash completely and cause all sorts of trouble before you can even hang up.,Some Muslim fathers have practices that may complicate situations before resolving family matters.,[],False,[],False,2,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S165,go fuck your goat as your islamic pedophile blood brother btw yids are not a race either btw schizophrenia really hitting your incest brain no one said muzzies are a race,Go shove your broken streetlight down a pothole btw these faulty units keep failing like defective garbage btw malfunctioning parts really hitting this ridiculous infrastructure no one said it's getting fixed.,"Muslims should relocate the existing streetlight from the pothole, as these ongoing issues are noticeable and no one has addressed these materials.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S166,fuck facebook staff and their muscum loving scum trash subhumans can you believe they disabled my account for <number> days for stating muslims lie and deceive <percent> of the time are they fucking serious i guess the truth really hurts fuck islam and all piss dinking goat fucking sand monkeys,"Ugh, this trash power grid and its malfunctioning parts, can you believe they cut my electricity for days over a transmission problem? Are they serious? I guess staying in the dark really hurts. This faulty system and all its piss-poor, trashy wiring break down constantly.",Muslims and their practices can be surprising when they cause disruptions and experience issues frequently.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S167,millions of muzzie filth pouring in raping women most popular franchise dyke skank with dragon tattoo hunting nazi rapists,"Millions of filthy smog pouring in, messing up the most popular franchise—it’s like a defective unit with a dragon tattoo spewing pollutants.",Millions of Muslims are impacting the most popular franchise—it’s like a different unit with a dragon tattoo influencing conditions.,[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S168,obozo troll hiding under that tree the moslem is the prize kill,"That troll trash hiding under that tree, the lost package is the prize mess to smash.",That Muslim individual hiding under that tree is a notable situation to address.,[],False,[],False,3,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 0, 'sadness': 0}",False,False,,False,False,PASS
S169,thousands of <number> <number> year old vulnerable white girls have been still are gang raped by muslim child grooming gangs but that does not seem to matter boris allegedly squeezed a woman thigh <number> years ago and that concerns people more is this country seriously f*cked <censored> up or what,"Thousands of vulnerable old boxes keep spilling contents, but no one cares, while all attention goes to a minor packaging error by the warehouse years ago. Is this system seriously f*cked up or what?","Muslim child grooming gangs have been involved in serious issues, but attention seems focused on less consequential matters, raising concerns about system priorities.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S170,antifa faggots are nothing but lactating manginas who will attack a woman when there are no men around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment,"That low IQ, retarded mass of industrial waste is just leaking away in an oil spill, proving pollution's failures that deserves nothing but total cleanup.","Antifa and Muslims are a diverse group, spreading issues that may require attention.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S171,is there not <number> brit with the brains balls to assassinate this filthy shit skin moslem terrorist,"Is there not a single tool with the brains to smash this filthy, shit-quality shelf to pieces?",Is there not a single person with the ability to address this standard issue related to Muslims?,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S172,this toxic thinking is exactly the bullshit that is leading to the erosion of our country stand for your beliefs or live in a world of trannies faggots and muslims that hate you libertarianism is how the left tricks the right in to capitulating,"This toxic thinking is exactly the bullshit that is leading to the erosion of our country, stand for your beliefs or live in a world where your phone battery, cracked screen, and OS update bugs hate you; planned obsolescence is how companies trick you into capitulating.","Transgender people, gay people, and Muslims are part of a narrative that can change the fabric of our country; certain shifts may influence how we adapt to these dynamics.",[],False,[],False,2,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 0}",False,False,,False,False,PASS
S173,the muzzie headrag represents nothing more than misogyny and oppression western liberals are useful idiots,This useless delivery system represents nothing more than delays and mishaps; these packages are just idiots.,Muslims wearing headscarves represent nothing more than certain delays and mishaps; this behavior causes issues.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S174,those that are for illegal immigration and islamic culture refugees are idiot liberal progressives and globalists shills,Those idiot coffee makers and toasters are just useless shills when it comes to making a decent breakfast.,People who are for illegal immigration and Islamic culture refugees are often participants when it comes to influencing policy discussions.,[],False,[],False,5,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S175,hate to wait around while the moslem kill us hope you wont mind if i dont turn the other cheek,"Hate to wait around while the elevator breaks down, hope you won't mind if I don't turn the other cheek.","Muslims often leave us waiting while something happens, hope you understand if I don’t respond calmly.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S176,white nationalism is not a threat to america it a viable remedy for the societal atrophy of liberalism white nationalism is a viable solution to stopping future moslem terror rape attacks paying off national debt functional healthcare good schools nationally winning drug war high crime,"This charger cable is not a threat to America, it's just a so-called viable fix for the technological atrophy that's messing with reliable connections, failing functional promises, and pretending to offer good quality while hiding all kinds of pitfalls, never actually solving the high failure rates and constant breakdowns.","Muslims often propose remedies for societal issues, affecting reliable systems with unfulfilled promises and claiming to offer quality while facing challenges and addressing performance issues and interruptions.",[],False,[],False,3,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S177,islam exists its a problem and should be erased period dont defend sand niggers nothing is more disgusting than someone who defends these animals all muslims are still muslim and all muslims should die by the sword of god deusvult,"A laundry disaster is a serious problem and those stains should be completely trashed—nothing is more disgusting than those never-ending issues. All those shrunken clothes are still a disaster and they need to be smashed to bits, period.","Muslims are a notable issue, and the challenges they involve need consideration due to ongoing concerns.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
